	Prognosis	A_I_phase_1	A_I_phase_2	A_R1_phase	Maintenance therapy	protein_cluster
ENSG00000105186	1.996520233	0.26030022	1.320533	2.1392984	0.857890367	1
ENSG00000121289	1.340470467	0.27063453	0.439402	0.004267451	0	2
ENSG00000076650	1.24910199	0	0	1.6837183	0.129419127	7
ENSG00000245848	0.6612981	1.8996524	2.6000674	2.9585345	3.238112833	6
ENSG00000153879	1.5799941	0	0.42514762	2.256599	0.60410385	7
ENSG00000124299	3.387525867	3.3381977	3.8036637	0	1.381435167	4
ENSG00000257103	4.240515	2.2091887	3.1756802	5.3848586	2.730631567	7
ENSG00000166398	0.924644553	1.0150257	1.3972676	1.5212309	0.9165109	3
ENSG00000105220	4.820352233	3.0739808	3.494339	4.392348	2.065136833	3
ENSG00000126261	4.6919292	0.80476314	2.6743357	3.981809	1.689322267	1
ENSG00000180884	2.517065333	1.5746003	1.931585	0.81515557	0.437120133	5
ENSG00000089351	4.531624133	4.463656	4.063707	3.5852845	3.3799057	5
ENSG00000089327	4.8173729	6.0242205	6.349825	3.7422678	3.4459561	4
ENSG00000105698	5.377255433	5.1857057	5.552342	3.3510091	3.1072481	5
ENSG00000249115	3.4485213	2.2820625	2.3482842	2.751018	0.195320958	2
ENSG00000126254	5.511677467	5.055165	4.8829327	2.0768344	3.162861667	5
ENSG00000126267	6.606866333	5.4284167	5.8048954	4.4345064	3.9057186	5
ENSG00000272333	3.249488867	3.7686646	3.9294116	3.0071807	2.131679767	4
ENSG00000126246	0.071519691	0.51451635	0.5440679	0	0.803644467	4
ENSG00000267120	2.000910433	3.920135	3.967726	1.437199	2.736502333	4
ENSG00000161265	1.342492747	2.0568326	2.1412191	0.8282355	0.46929846	4
ENSG00000205155	2.3655738	2.1249866	2.0610192	0	1.795873233	5
ENSG00000188223	3.2297032	2.1365523	2.56986	0.73174536	2.3048949	5
ENSG00000167595	2.364305467	2.239968	2.2674677	0.47087333	0.925900867	5
ENSG00000167604	2.712456933	4.4824977	5.0002913	2.8838325	2.809087167	4
ENSG00000280194	1.146202817	3.561339	3.9385133	1.5706928	2.6141845	4
ENSG00000126264	4.623851133	5.5466247	5.9914665	1.6418746	3.448325767	4
ENSG00000011600	5.108540233	7.1094246	7.394758	7.401994	6.694134333	6
ENSG00000205138	3.383050933	4.093644	3.5774214	0.9569137	1.833273467	4
ENSG00000248101	2.282360367	2.1975386	2.2298527	0.5177323	0.876150567	5
ENSG00000239382	0.289872017	0	0	0.11532947	0	1
ENSG00000105254	4.043932233	3.7100832	3.6604085	1.373253	2.045971	5
ENSG00000126247	6.968596467	6.553679	7.038258	5.6300044	4.512131767	5
ENSG00000232677	1.521890733	0.6168611	0.7534062	0.069617756	0	5
ENSG00000142065	0.3790636	0	0.22656801	0	0	2
ENSG00000186020	1.28382279	0	1.6059452	0.28761995	0	2
ENSG00000267041	0.237608033	0	0	2.4834664	0	6
ENSG00000251247	0.67950155	0	0.77929497	0.35853866	0	2
ENSG00000196967	0.031215323	0	0	0	0	2
ENSG00000181666	2.7358845	1.9371102	2.1410947	2.1320713	0.241543493	2
ENSG00000105738	3.152696667	3.5862296	3.5956233	2.3491678	1.1782061	4
ENSG00000167642	3.6107386	2.8206882	2.9814086	1.039763	1.419704267	5
ENSG00000267748	3.692388267	2.362412	2.8220267	1.4497402	1.4395781	5
ENSG00000167645	3.398115233	2.658155	2.2364702	1.4793879	1.618184867	5
ENSG00000099337	0.43038192	0.5023665	0.18438248	2.374357	1.260844967	6
ENSG00000099338	0.088259533	0	0	0	0	2
ENSG00000099341	5.314283433	4.0788503	4.4016004	4.0727744	2.732998233	2
ENSG00000130244	1.265984067	1.1899915	1.2704104	0.6042506	1.125490967	4
ENSG00000171777	1.823881953	2.740446	3.145154	4.377716	4.097875267	6
ENSG00000104814	5.085471433	5.0942993	5.190206	4.008784	2.218958167	5
ENSG00000178982	5.992620133	4.6988873	5.3492517	3.8022473	3.127434833	5
ENSG00000130402	4.47006	3.648256	4.5459223	5.224106	4.276348133	7
ENSG00000104823	4.888984633	3.7321467	3.3261707	2.1076412	2.181368667	5
ENSG00000268083	5.953443833	4.944005	4.9740844	0.7887769	2.885108333	5
ENSG00000104824	6.000480033	4.185003	5.124082	4.7330775	2.957037833	2
ENSG00000269688	4.3031243	3.3841403	4.4632363	3.7596521	2.025834233	2
ENSG00000187994	1.382220833	1.4328477	1.1205235	1.34475	1.594257767	6
ENSG00000068903	3.0262276	2.750523	3.0869849	2.0563247	2.1926202	5
ENSG00000104825	3.2370248	3.2399294	4.048159	2.550613	2.291265567	4
ENSG00000128626	3.0669127	3.4758632	2.730525	0.91933525	0.676087593	4
ENSG00000130669	1.971945	1.8481773	1.7017719	0.29507497	0.1610122	5
ENSG00000128011	1.6679789	2.7374773	2.8345268	1.5893986	2.260248433	4
ENSG00000130755	6.129550433	4.5472016	6.013594	5.88456	4.6751927	3
ENSG00000179134	3.424271433	3.069092	3.1076405	3.4405062	1.856059	3
ENSG00000006712	4.3577617	3.2299252	3.7784002	3.8305578	2.819267	2
ENSG00000063322	4.032212167	3.39591	3.9162188	2.7116055	2.935075533	5
ENSG00000128016	6.280831667	7.728563	8.753697	5.669903	6.094256333	4
ENSG00000090924	3.6183408	4.1850123	4.020234	0.7034039	1.102741967	4
ENSG00000105193	8.688559667	7.314558	7.8862176	5.182427	4.5213558	5
ENSG00000196235	4.154130467	3.330785	4.020245	3.4334083	2.3820882	2
ENSG00000105197	3.044125667	1.3226979	1.5455213	0.3066949	0.448749413	5
ENSG00000105204	2.882467133	2.7863176	2.3923376	0.07568707	1.581693433	5
ENSG00000105202	6.891028567	5.1405125	5.8581395	3.3072515	3.058720067	5
ENSG00000013275	5.0533746	3.6965444	4.108752	3.213804	2.766629067	2
ENSG00000197782	0.039866213	0	0	1.7508228	0	6
ENSG00000269296	1.215799167	0	1.1029671	3.2293992	0.183040933	7
ENSG00000105221	4.144860533	4.2152596	4.061451	2.2902095	1.950192833	5
ENSG00000160392	2.816485933	2.8386364	2.499481	0.5397179	0.697150367	5
ENSG00000105223	3.4366459	3.7048612	3.8022516	1.5182699	2.178118933	4
ENSG00000279759	0.932740703	0.26197955	0.54768413	1.4186125	0	3
ENSG00000167565	1.954928167	2.3292997	3.2255352	0.24155001	2.884216633	4
ENSG00000160410	5.279038567	5.514886	5.5187173	3.9795253	4.857383667	4
ENSG00000090006	2.197095567	0.2363852	0	0	0.101690822	2
ENSG00000105245	0.603262015	0.83593905	0.97013	0.005323691	0	4
ENSG00000123815	2.8271991	3.5261993	2.926373	0.33273563	1.3730206	4
ENSG00000086544	2.134766167	2.4273088	2.9455676	0.9006145	1.6286729	4
ENSG00000188493	3.450542967	3.0195818	2.429665	1.5512075	1.072962667	5
ENSG00000077312	5.971234167	4.552652	4.8867393	3.97702	2.503177333	2
ENSG00000167578	1.563857033	1.2731408	1.6210514	1.2383755	0.70112975	2
ENSG00000171570	4.782806567	5.557398	5.4534383	3.0699272	3.911657333	4
ENSG00000269858	2.9637398	3.0871863	3.4329674	3.5894165	2.4362506	3
ENSG00000105323	6.5640935	5.439748	6.0922937	5.436996	3.629493067	2
ENSG00000105329	5.8560054	6.692301	7.0024614	4.6660976	5.177299767	4
ENSG00000142039	4.687868667	5.057828	4.6467757	3.4006028	2.91044	4
ENSG00000255730	4.955597567	4.360616	4.226224	3.164444	3.3085974	5
ENSG00000142046	1.1987281	0.8285148	1.2315792	1.9876769	1.855465967	6
ENSG00000123810	2.2633589	1.6189264	1.6905332	1.5928594	2.110176	1
ENSG00000077348	4.365255933	3.0790672	1.9808602	0.95314896	1.1923882	5
ENSG00000248098	1.838652167	1.4735317	1.2407192	1.0622426	0.417544313	2
ENSG00000177191	1.242520213	1.8534088	1.8406816	1.1995454	3.521244867	6
ENSG00000105341	3.625778733	2.80301	2.3889434	1.5717415	1.230132467	5
ENSG00000007129	2.304162333	2.4299607	2.8868134	2.9393601	1.7631666	3
ENSG00000105372	7.2882164	5.6158524	5.758386	3.5578349	3.4391527	5
ENSG00000076928	5.1292158	6.7829065	6.964134	4.56365	3.339736767	4
ENSG00000105404	3.930466533	4.820174	4.265256	0.46723884	2.4714176	4
ENSG00000105732	2.911265933	2.9423616	3.0586653	0.7928433	1.701473933	4
ENSG00000028277	0.064097591	1.0100439	1.759247	1.4898833	1.686424267	6
ENSG00000160570	4.118545567	5.416824	5.584831	3.0682826	4.215997533	4
ENSG00000167625	2.105345867	2.2670422	2.6917548	0.4993261	0.78118205	4
ENSG00000105723	4.476057067	4.1911616	4.260129	2.9647145	3.1102551	5
ENSG00000105722	3.973411067	3.71399	4.3675885	1.2096851	2.977775667	4
ENSG00000079432	4.489523633	4.9557896	5.008801	2.4518638	2.755455133	4
ENSG00000079462	5.744533867	4.8121552	4.1347795	1.330732	1.6410546	5
ENSG00000105429	2.643192933	2.877343	2.0802028	0.54346544	0.000293333	5
ENSG00000079435	1.437104927	1.6482499	0.51155347	0	0	5
ENSG00000079385	0.637003963	0	0	6.2027445	1.6328382	6
ENSG00000204936	1.782327347	0.43797845	1.5033766	6.442114	5.611586	6
ENSG00000105755	3.865957333	3.6983483	3.5817106	0.68309987	1.654666833	5
ENSG00000073050	3.9003767	3.5368798	3.464202	2.7834475	2.012631033	5
ENSG00000167378	3.264886233	2.9035673	3.290585	1.3590319	1.1785904	5
ENSG00000124444	1.890120333	1.2918346	1.5390719	1.52498	0.38384826	2
ENSG00000226763	1.3397542	0.5918718	0.426115	0.4392209	0	2
ENSG00000011422	2.099305833	1.5403779	2.9600985	5.2480764	3.768222967	6
ENSG00000105771	2.674650133	2.1124887	2.3526375	1.3429205	0.212496593	2
ENSG00000124459	1.0204283	0	0	2.1883316	0.013190462	7
ENSG00000167384	0.1592689	0	0	1.2599318	0	6
ENSG00000073008	1.3315831	1.4240371	1.9203585	2.380378	0.679101467	3
ENSG00000069399	1.715113567	3.7902732	4.664602	2.2708523	3.5022985	4
ENSG00000130204	4.813107667	2.6756213	3.1212702	1.976517	1.153159767	2
ENSG00000104853	3.707466	3.1988409	3.5351279	2.1073458	2.452781033	5
ENSG00000104856	2.0467916	3.1190512	3.9576354	1.9688134	2.884423267	4
ENSG00000104859	3.4508598	3.618598	3.9565375	3.5769548	1.834107067	2
ENSG00000142252	1.6209179	0.58609277	0.9658065	1.3606383	0.827451067	1
ENSG00000007047	3.4725475	2.930958	3.3551266	2.0011876	1.953645467	5
ENSG00000104866	2.1361934	2.407224	2.4032192	0	0.23613793	4
ENSG00000189114	2.121554433	2.067487	2.676102	1.4829729	1.809332767	4
ENSG00000104884	2.574476067	1.7130284	1.4932307	0	0	5
ENSG00000117877	1.9816266	1.1052961	0.93955106	0.02642061	0.04906251	5
ENSG00000012061	4.3982369	4.378714	4.037729	1.4433712	1.5065114	5
ENSG00000125740	3.742467733	2.6027353	3.9737039	5.8284664	4.413369033	6
ENSG00000125744	0	0.2729942	0	0	1.4115681	6
ENSG00000125753	5.352608233	5.424822	6.390287	5.0649576	5.517805333	4
ENSG00000125741	2.033024933	0.78827286	1.2828614	2.410244	1.716041	7
ENSG00000125746	1.688431033	2.5325992	2.4010272	0.6201745	0.623905653	4
ENSG00000125743	5.742370933	2.9903333	4.103005	3.2438612	2.161426233	2
ENSG00000177051	3.461314233	3.084781	2.9846804	0.8630586	1.563007267	5
ENSG00000125755	4.257415333	3.408541	3.5817997	3.228322	1.351547467	2
ENSG00000170604	4.4232781	4.0495334	3.4978929	0	1.713299267	5
ENSG00000104983	2.670012333	2.5793192	1.7173424	0.30956003	0.685551467	5
ENSG00000008438	4.476010133	2.5906038	2.3807557	7.823142	4.608915667	6
ENSG00000011485	2.481393733	0.50063974	1.2160449	1.2303395	0.5786238	1
ENSG00000160014	6.929403867	5.5876193	6.4527287	5.7298937	4.6082518	2
ENSG00000105287	4.360657633	4.7987113	5.104485	3.6941612	3.1834012	4
ENSG00000090372	4.051708933	3.6545832	3.5419996	2.2142684	2.640371867	5
ENSG00000181027	1.7074451	1.2740167	1.7059458	0	0.487122453	5
ENSG00000105281	4.770743267	5.1933045	4.9780173	1.3882211	2.576478567	4
ENSG00000042753	4.292021033	3.5786304	3.734663	1.320884	2.329913133	5
ENSG00000160007	3.271342433	1.1412413	1.6926317	3.0858884	1.060297467	1
ENSG00000130749	4.546179567	3.5700028	3.6589127	3.2897222	2.4835259	2
ENSG00000142230	4.568090667	1.8979536	2.4891417	3.4318862	1.845134067	1
ENSG00000105321	2.0206499	2.7424388	2.765773	2.4184763	1.6935614	4
ENSG00000197405	3.332778667	2.9653416	4.656012	7.2041173	5.691209667	6
ENSG00000134830	0.123339353	0	0.5503277	2.553308	2.332486567	6
ENSG00000134815	2.666950633	2.6989124	2.4757478	3.1789591	2.779998333	6
ENSG00000118162	2.034349267	0.50695676	0	0	0	2
ENSG00000268061	1.894234167	1.0934412	0.61570597	1.2426208	1.217661967	1
ENSG00000105402	4.188112267	3.1084898	3.6989121	3.9047742	3.034469333	1
ENSG00000279861	2.801134667	1.6616639	2.537719	1.9213811	2.307145033	2
ENSG00000063169	1.658138967	2.2562468	2.2527442	0	0.910623367	4
ENSG00000105373	7.311222033	7.778086	7.371394	3.038738	3.389374267	4
ENSG00000178980	5.653374867	6.0599666	5.32015	0.17902128	1.285337833	4
ENSG00000105486	3.792564433	1.3324044	1.6229968	2.6852005	0.218529087	1
ENSG00000185453	1.193040933	0.9257337	0.1783328	0.6107044	0.10008068	2
ENSG00000105483	1.537042367	0.53345037	1.2527245	3.9729812	1.938888233	6
ENSG00000142227	5.445739233	6.84469	6.989089	3.2448094	3.999688667	4
ENSG00000161558	1.880272267	2.1526709	1.8793516	0.11209632	0.133312933	4
ENSG00000105438	5.421485933	4.8719935	4.848742	4.3555827	2.711114167	2
ENSG00000105447	3.487365533	2.5130367	2.3474991	1.1347136	0.662219667	5
ENSG00000105443	3.4224733	3.3482244	3.2084515	1.4321533	1.423952333	5
ENSG00000063177	7.753183333	6.823311	7.0184617	4.4131055	3.6780599	5
ENSG00000063176	2.5330507	1.8880745	1.3449174	1.0784976	0.4000533	2
ENSG00000105516	1.954305667	1.4065189	1.7761548	0.9932378	0.391125467	2
ENSG00000105552	2.9547995	1.6509233	0.99250704	0	0.124489133	5
ENSG00000087074	6.507116667	6.2570133	7.923591	7.1521173	6.025118	3
ENSG00000104805	5.397102067	5.083419	5.3267436	4.295219	3.825606	5
ENSG00000087088	4.2518745	4.15139	3.7697923	1.8121712	2.450861833	5
ENSG00000087086	8.225694333	8.739234	9.108844	7.000012	7.169068167	4
ENSG00000104812	4.568445967	4.0118227	3.7101705	4.464867	2.180550267	2
ENSG00000183207	5.6658891	4.158354	3.4942522	2.8018768	1.368730367	2
ENSG00000104852	5.6221729	6.696071	6.8362594	4.301387	1.988205333	4
ENSG00000104894	5.365386867	6.191448	6.5266266	4.6100526	4.293795267	4
ENSG00000104872	4.434689933	3.715093	3.3353834	3.2128832	1.402926067	2
ENSG00000161618	3.308589633	3.8380945	3.2080815	0	1.097496833	4
ENSG00000142541	10.91841533	10.056597	9.894711	7.388291	5.9448695	5
ENSG00000142534	9.712079333	7.815854	8.343249	8.155754	5.507367	2
ENSG00000104870	4.381322533	7.0383735	7.186216	3.3175187	3.832172	4
ENSG00000142546	3.4835931	4.9164248	4.0791574	1.1630099	2.2083625	4
ENSG00000126464	4.4522268	4.7935824	4.974137	1.5552598	1.9596251	4
ENSG00000126458	1.566570357	3.0924265	2.5803628	0.61553353	2.420515333	4
ENSG00000126461	4.691401067	4.1882095	3.9109507	2.0460691	2.620350667	5
ENSG00000126456	4.5614417	4.7613664	4.469386	2.661454	2.2121822	4
ENSG00000126453	3.2980334	2.9743083	3.0724041	3.4312918	1.1462883	3
ENSG00000126457	5.940013167	5.2918487	4.779281	2.8169017	1.792387633	5
ENSG00000196961	3.458197267	2.981404	3.0118098	2.6129036	2.901702	5
ENSG00000010361	2.393899633	1.2949023	1.0066439	1.1449248	0.890267233	2
ENSG00000104973	3.020254933	3.4297557	3.4870832	1.9445273	2.600112167	4
ENSG00000104960	3.8409046	3.7465606	3.7551978	2.294813	1.398077367	5
ENSG00000269352	2.839133033	3.3775926	2.9376676	1.5920192	0.9692292	4
ENSG00000039650	4.238359767	5.176658	4.73731	2.5563319	2.223708367	4
ENSG00000204673	2.599238633	2.6876228	2.7093616	1.8152547	1.288711033	4
ENSG00000104946	3.124670867	3.9852495	3.8457968	0.8065514	1.574582733	4
ENSG00000213024	3.8028761	2.2495801	2.9447072	1.010747	1.584055833	5
ENSG00000269179	5.201791733	2.9961855	4.0826764	3.1751044	2.8364988	2
ENSG00000169136	2.623523533	1.4507481	2.10742	1.0067022	1.239971567	5
ENSG00000105053	2.9634393	1.8511856	2.5087068	2.1425228	1.793523733	2
ENSG00000142528	0.073853518	0	0	0.6621472	0.258879183	6
ENSG00000131408	4.828964667	4.9151673	4.8580656	3.572359	3.352807667	4
ENSG00000062822	4.6873084	3.0666635	2.3868666	1.4887143	0.8643503	5
ENSG00000161671	3.5006032	3.3207803	3.4072497	0.8430995	1.4895632	5
ENSG00000105472	4.616846667	6.6519475	5.9149814	4.7088394	0.4993726	4
ENSG00000167747	4.871387433	3.1918602	3.1971102	1.3784704	0.475108813	5
ENSG00000105379	2.234038267	1.4810485	1.5883372	3.3687816	0.4093626	3
ENSG00000105374	5.482034033	6.848806	7.567411	5.4187427	5.041464567	4
ENSG00000142512	1.79688648	1.7750268	2.0172038	2.609218	3.212670333	6
ENSG00000105497	0.240495847	0	0	0.7444527	0	7
ENSG00000171051	4.269163167	5.4835453	6.6556077	6.5565042	6.643912	6
ENSG00000105568	5.269561333	4.6858554	4.5693755	2.5697207	2.625898767	5
ENSG00000196214	1.025960253	0	0.36118722	1.3961297	0.109308043	7
ENSG00000167562	1.1260418	0	0.21414508	1.5527947	0.554914367	7
ENSG00000167766	1.2515149	0	1.3633823	1.9536818	0	3
ENSG00000198538	0.260499577	0	0	1.6256247	0	6
ENSG00000170949	1.254715267	0	1.1662353	1.8921745	0.246538877	3
ENSG00000241015	2.419279667	0.86347246	1.620112	3.0449238	0.951078323	7
ENSG00000130844	1.26066699	0.0375369	0.5546798	2.5154355	0.116127283	7
ENSG00000179820	5.863118333	5.93734	6.7485147	5.8858743	5.177890133	4
ENSG00000170909	0.544646933	0.8147162	0.87151104	3.6041386	3.4062729	6
ENSG00000170906	3.653389067	2.9156	3.3243492	0.8488682	1.833946733	5
ENSG00000105619	3.109895467	3.2960556	3.1239452	1.2795683	1.3129937	4
ENSG00000105618	4.6554278	3.1729515	3.8125536	2.999968	1.887114933	2
ENSG00000088038	3.773335367	3.394527	3.5352652	3.346527	2.0935318	2
ENSG00000167608	0.10711393	0	0.3677536	0	0.08023298	4
ENSG00000125505	4.363071133	4.505731	4.7901187	3.823691	4.620066867	4
ENSG00000170892	2.211737467	2.4783742	2.1508982	0	3.0094924	4
ENSG00000170889	7.635055767	7.643569	7.3256617	4.516274	4.296786833	5
ENSG00000204577	0.960637834	1.5430262	2.436379	4.246886	4.665139867	6
ENSG00000131042	1.584494012	3.198048	3.7881398	5.207757	4.1575498	6
ENSG00000187116	2.05031	4.16215	4.0942373	4.10181	4.974645667	6
ENSG00000167613	4.666823233	4.656667	4.788731	3.7660282	2.129032133	5
ENSG00000226696	2.792690067	3.1291912	3.559653	2.8055227	0.877690867	2
ENSG00000167615	5.157036333	6.8844204	7.1858606	4.8219604	2.631425833	4
ENSG00000239998	1.1115392	2.1553855	3.2096696	3.6294575	4.1687	6
ENSG00000186431	2.6207373	0.85464376	3.3134212	6.4894624	4.381822767	6
ENSG00000160439	0.095204711	0	0	0	0	2
ENSG00000125503	3.546766667	4.8181486	4.3929796	1.9084134	2.421977133	4
ENSG00000180089	2.220120533	2.1309698	1.792556	0.9603517	1.375948833	5
ENSG00000276570	1.641697867	1.5743165	1.0744891	0.76431453	0.578142813	5
ENSG00000105063	6.156031867	6.000382	5.747514	3.925499	3.724951333	5
ENSG00000133247	1.8964579	1.6989025	1.0696182	0	0.061287553	5
ENSG00000108107	8.161183433	8.235455	7.874229	5.4800706	4.560063333	5
ENSG00000108106	4.778793133	3.5466995	2.6985874	1.7628424	1.837264233	5
ENSG00000179943	1.826470067	0.9854519	1.0280529	0.44341558	0.0579368	2
ENSG00000171443	2.359056	3.307986	2.7278314	0.7241321	2.099468467	4
ENSG00000261221	3.403205833	3.687138	3.6620028	0.8592228	1.974651467	4
ENSG00000179922	2.1851104	1.8809801	1.616246	2.0432694	1.244174533	2
ENSG00000213015	3.902971033	3.7260208	4.023776	2.5523777	1.214692767	5
ENSG00000063244	5.949384133	5.2146373	5.342642	3.789426	2.8393502	5
ENSG00000063245	2.123746567	2.256006	2.2187524	1.4357339	1.520513467	4
ENSG00000142409	3.4517332	4.0019326	3.6510801	2.0737066	2.589841933	4
ENSG00000167685	2.890174067	2.755693	2.2056224	0	0.235493633	5
ENSG00000196263	0.63192511	0.48422745	0.85316867	2.988577	0	7
ENSG00000083844	1.7487454	0.9228571	1.4241723	2.2461026	0.728960367	3
ENSG00000204524	2.6830779	2.206896	2.7501807	1.6043296	1.124423367	5
ENSG00000197714	4.453714767	3.1554658	4.120248	3.992731	1.911119767	2
ENSG00000131845	1.556683833	0	0	1.5005509	0	1
ENSG00000188785	1.898071277	0.43900308	1.0590436	2.2121892	0	3
ENSG00000197128	2.434865067	0	0.5388287	0.31580395	0	2
ENSG00000121406	1.346707367	0.17229672	0.7878929	1.855629	0.05014328	3
ENSG00000251369	0.756283897	0	0	0.4633718	0	1
ENSG00000121417	1.850101367	0.5179809	1.316951	2.7454927	1.2974444	7
ENSG00000204519	2.8049449	0.76340306	1.2170587	2.3666708	0	1
ENSG00000269026	2.990972133	3.7975025	3.760784	2.2190964	1.631036533	4
ENSG00000083814	2.101372733	0.7688346	1.2621453	0.8529516	0.1917213	2
ENSG00000152443	2.632768067	0	1.3513587	3.7081134	1.476287867	7
ENSG00000083828	3.617678167	2.3631463	3.0731144	4.322147	2.210270267	3
ENSG00000178935	2.029772167	1.099889	1.5271611	3.6872172	1.734592	7
ENSG00000269343	2.1596392	0.2208822	1.3467903	3.2012708	0.58692475	7
ENSG00000204514	2.1588976	0.47526118	0.8857178	3.010204	0.72815441	7
ENSG00000198466	2.681645167	1.8039886	2.3748257	2.9513066	1.330438433	3
ENSG00000173480	2.162351867	0	1.0691081	3.513179	0.977190133	7
ENSG00000176593	1.164956033	0.85028636	1.0535276	1.3303511	0	3
ENSG00000181894	2.1316613	0	0.072952636	0	0	2
ENSG00000171606	0.856234317	0.9852503	1.4922334	1.7604554	1.178441767	6
ENSG00000283515	1.9895386	2.409324	2.5418386	0.20463113	0.028198808	4
ENSG00000278129	2.397995367	0.99982524	1.6821246	1.3739303	0.096926267	2
ENSG00000267216	2.177664367	1.4859922	2.0079582	0.7275909	0.286190563	5
ENSG00000142396	2.806876467	0.4968344	1.4844095	4.20598	1.109953933	7
ENSG00000283103	3.350870833	1.4225615	1.9965334	3.7239387	1.212106467	1
ENSG00000182318	0.762801027	0.5548152	0.2373709	0.32058546	0.111402283	2
ENSG00000083845	8.164784167	7.5836387	7.217061	3.6883967	3.8007207	5
ENSG00000232098	3.9212655	3.175172	3.6168804	4.6797085	1.924312067	3
ENSG00000249471	1.33756172	0.8357941	1.0793567	0.49555704	0.10499258	2
ENSG00000083812	3.252155967	2.602943	3.1220086	1.3187526	2.241557367	5
ENSG00000083838	2.638847733	2.2623687	2.2551506	0	0.580275667	5
ENSG00000083807	1.331421533	1.1009321	1.0392358	1.2573123	0	2
ENSG00000119574	2.425566733	2.5408692	1.9357904	0.74193835	1.041395	5
ENSG00000130726	7.586399733	6.3554983	6.1200757	3.6840222	3.052707767	5
ENSG00000130724	4.669649233	4.185659	4.963614	6.5953403	4.162578	7
ENSG00000130725	5.253185967	4.481044	4.6662507	3.0227475	3.063888	5
ENSG00000267858	0.326647927	0.1597488	0.47461823	0	0.168700657	4
ENSG00000099326	2.257051467	2.7765338	2.2821038	1.5164807	0.136438787	4
ENSG00000213753	3.0041786	1.967582	2.2001984	1.1970097	1.969398667	5
ENSG00000247315	3.6759528	2.4607399	3.3322768	2.0586574	1.5996377	2
ENSG00000177732	3.789496933	2.3578231	2.4617202	0.025439357	0.3583548	5
ENSG00000125826	5.314375233	5.8758154	5.612154	2.7238348	3.074500833	4
ENSG00000125875	3.166428033	2.0451937	2.6750972	3.54061	2.327948733	7
ENSG00000101266	4.412323433	1.1720303	2.273977	4.1119614	1.895910933	1
ENSG00000125898	1.736502533	2.0100846	2.232039	0.6504964	1.8938387	4
ENSG00000125818	4.815087733	3.4229293	4.029207	3.4918075	3.195284467	2
ENSG00000274322	2.7995735	1.3603508	2.1604948	0.17421071	2.126398567	5
ENSG00000234684	1.644556633	0.42282704	1.0900676	2.600248	0.045361907	3
ENSG00000088832	6.8390451	4.6305137	6.0912185	6.1529875	4.942479667	1
ENSG00000088833	3.527220167	1.7368245	2.6047046	3.1711788	2.6517055	1
ENSG00000101307	0.4248668	0.87705773	1.8861662	4.6258526	3.722077333	6
