	Prognosis	A_I_phase_1	A_I_phase_2	A_R1_phase	Maintenance therapy	protein_cluster
ENSG00000197903	8.75886	6.605465	6.987734	4.6073356	4.576956767	5
ENSG00000274997	9.114924767	6.7782774	5.638985	6.68152	3.404865	2
ENSG00000185130	8.253340233	5.286064	5.024553	4.811018	2.9311312	2
ENSG00000196747	8.309928667	3.8866367	4.650611	5.4256	2.688507733	2
ENSG00000278828	7.702489433	5.644237	5.4374695	3.1686773	3.7802182	5
ENSG00000276368	9.305862167	5.084237	5.249666	6.8326263	3.452414667	2
ENSG00000197238	9.715105	9.313167	8.729585	6.103304	5.380169433	5
ENSG00000273542	7.1295812	6.496678	6.041876	2.7573555	3.4349589	5
ENSG00000233822	6.0672577	4.511671	4.557271	2.2795255	2.401963867	5
ENSG00000184357	9.886952333	4.982383	5.770222	7.31975	3.550786033	1
ENSG00000275379	7.742198433	5.4623294	5.749244	2.4505286	2.8665309	5
ENSG00000275126	7.821087333	6.070632	5.2631598	5.1271935	2.733741033	2
ENSG00000278677	11.923391	9.398212	9.22044	9.27416	5.955871333	2
ENSG00000274641	9.724885	6.2602506	5.7963552	6.799077	4.0245005	2
ENSG00000198315	2.529991933	0.68013674	1.9749832	3.3090389	0.137920013	3
ENSG00000204713	2.885116633	1.680578	1.9367523	3.7125294	1.994345667	7
ENSG00000204681	1.776488367	3.6082857	4.062408	2.7126083	0	4
ENSG00000204642	1.611496667	3.1117125	3.843429	3.574283	3.6504483	6
ENSG00000225864	2.11638429	4.606673	4.9342146	3.0607612	4.1367821	4
ENSG00000206341	2.884802367	3.210897	4.0853267	3.0770466	3.9463264	4
ENSG00000206503	7.4262078	8.166313	8.737509	7.986207	6.647182667	4
ENSG00000227766	5.832873767	7.5820165	7.971732	5.596203	5.592214667	4
ENSG00000204623	0.138124033	0	0	1.4696368	0	6
ENSG00000066379	2.773026733	1.5727215	1.7282748	0.43102238	0.49462981	5
ENSG00000204619	5.330511167	4.603836	4.941769	5.012135	3.971024667	2
ENSG00000234127	3.8314512	2.7878003	3.7895432	4.1130505	2.752378267	3
ENSG00000231074	1.8035574	0.050030462	0.94106525	2.1615996	0.027816867	3
ENSG00000204599	1.0427625	0.3005485	0.6434241	2.658041	1.0781264	6
ENSG00000248167	1.788995433	1.5293468	1.2679397	2.4171197	1.2709548	7
ENSG00000204592	7.460980333	8.098862	9.053779	8.051199	6.781123333	4
ENSG00000204590	3.846272233	3.4380212	3.2992191	2.979891	1.2198076	2
ENSG00000204576	3.176819067	1.064061	1.7797761	1.9570332	0.318122147	2
ENSG00000204574	4.135518767	3.1135886	3.8415458	3.2092814	1.6875594	2
ENSG00000204569	5.1633081	3.719535	4.7830706	4.6839743	3.5678732	1
ENSG00000204568	4.821803833	3.269941	3.7077315	2.084068	2.153016967	5
ENSG00000137343	2.391467133	1.9449345	2.026095	1.2495912	0	2
ENSG00000204564	2.486904767	2.681033	2.9440687	1.8437918	1.3149307	4
ENSG00000204560	2.904283767	2.6499689	2.5249858	2.9218836	1.564952367	3
ENSG00000146112	5.724065167	7.0862603	7.298095	5.7620835	5.367959333	4
ENSG00000137404	4.0671004	3.3948462	3.1932995	2.8680718	2.336739767	2
ENSG00000137337	3.7082151	3.259471	3.476761	3.507067	0.190650913	2
ENSG00000196230	9.48756	6.783361	7.144703	6.6619153	3.905809567	2
ENSG00000137312	4.769395	4.938367	5.4447985	5.72185	4.5968113	3
ENSG00000137331	3.413354633	5.5328665	6.675008	4.5631223	4.132627533	4
ENSG00000137411	3.787712733	3.2169995	2.9707377	0.43016285	0.084855967	5
ENSG00000204536	2.432875267	1.3297868	1.473333	0.8833986	0	2
ENSG00000137310	4.387664667	0.30964565	0.43054456	3.008474	0	1
ENSG00000272501	3.708148167	4.267845	4.920917	3.9586053	2.532237	4
ENSG00000204525	7.842302333	8.535859	9.454365	8.735481	7.305304667	3
ENSG00000234745	7.793995467	8.514358	9.528604	8.734892	7.175372667	3
ENSG00000271581	6.483011633	8.354193	8.783241	5.424298	6.440711667	4
ENSG00000204520	1.636781283	0.28799132	0.83607715	1.0417893	0.663397177	1
ENSG00000206337	1.668895272	0	1.9427933	2.9018085	3.192337567	6
ENSG00000204516	2.520971	1.8963746	2.1194174	1.9860058	2.150452	1
ENSG00000198563	4.829759833	4.0156856	4.39027	6.136681	2.086015167	3
ENSG00000254870	6.074147433	5.089189	5.600199	5.0902457	2.903045667	2
ENSG00000204498	4.0508089	4.8856483	3.8492718	0.1885736	2.203193333	4
ENSG00000232810	2.231511177	2.6453857	3.6100109	0.07921506	2.641059433	4
ENSG00000227507	5.549333433	8.124819	7.962823	1.999286	4.0786729	4
ENSG00000204482	4.354584333	3.874703	4.3492103	5.464683	4.4156415	6
ENSG00000204472	5.901475	3.256931	3.9576755	5.078599	4.074429233	1
ENSG00000204469	6.5380336	5.845228	5.9656534	4.561429	3.3519408	5
ENSG00000204463	6.8458303	6.1551566	6.351437	4.5862947	3.841773867	5
ENSG00000204444	2.947469633	1.5179069	1.8136555	2.5908413	1.561655533	1
ENSG00000204439	3.543901033	2.684884	3.7835507	3.8570583	2.612526967	3
ENSG00000204438	3.5760081	1.8709923	2.8235106	2.3520484	2.277144767	2
ENSG00000204435	5.3677548	4.1044884	4.5490174	3.270101	2.596834233	2
ENSG00000263020	4.333838133	3.3770566	3.8123717	3.0585177	2.1117623	2
ENSG00000204427	1.189959267	2.423794	2.1991587	1.9623103	1.3871211	4
ENSG00000204422	4.162793667	4.0745964	3.9315672	2.638308	3.061033	5
ENSG00000204420	0.873207947	2.3989284	3.5397544	2.4795403	3.8216048	6
ENSG00000213722	5.421241167	5.453975	5.003609	1.6938483	2.819175333	5
ENSG00000213719	8.389112467	7.568883	8.019621	6.8640156	5.854837667	2
ENSG00000204394	5.065367133	4.206224	3.863986	1.6589229	1.543882233	5
ENSG00000204392	5.2746033	4.7040534	4.5379176	2.8853507	1.8912692	5
ENSG00000204389	3.157578367	3.7157807	4.3626986	5.9743423	4.733109333	6
ENSG00000204388	0.658707947	0.8342086	1.3815476	0.7241182	1.4207029	4
ENSG00000204387	5.749774733	4.225098	4.698089	3.2218468	2.094333267	2
ENSG00000204386	2.639413433	2.2499037	2.319828	1.6647989	2.429070333	5
ENSG00000204371	4.4436799	3.5664585	3.4603624	1.7887609	1.1916469	5
ENSG00000204356	5.0215123	3.065239	3.6580787	3.1301997	2.5178416	2
ENSG00000204351	4.296822833	4.8698983	4.795311	3.2876387	2.668121333	4
ENSG00000204348	3.742975133	3.5624943	3.743118	2.444142	2.280321833	5
ENSG00000204344	1.997166233	1.9498667	2.2053583	2.0139408	0.812031633	2
ENSG00000168477	0	0	0	0.64493126	0	6
ENSG00000213676	5.803506233	5.402129	5.637274	4.623799	3.694825167	5
ENSG00000258388	2.010047333	2.7871995	2.765161	0	0	4
ENSG00000204310	4.249855933	3.6654942	3.7901783	1.3071738	2.9342802	5
ENSG00000204308	7.060651333	6.536179	5.512832	4.9327946	3.747500867	5
ENSG00000204305	2.774765733	3.3301542	3.0543869	4.3050246	1.738475867	3
ENSG00000204304	5.2212868	4.0544767	5.24096	5.601829	4.034484467	3
ENSG00000213654	6.663806233	7.733054	7.7116723	5.693767	5.425810667	4
ENSG00000225914	3.9245315	2.85116	3.9959862	6.8875623	1.904969633	3
ENSG00000198502	3.193408113	5.9943886	6.7364144	4.0614386	4.289128833	4
ENSG00000196126	4.022895033	5.051108	6.033379	4.2041306	5.118111	4
ENSG00000179344	0.944788143	2.290281	3.14546	3.06319	2.811834667	6
ENSG00000250264	3.447138133	4.306518	4.0581617	1.5238003	2.677404333	4
ENSG00000204267	3.1075818	2.857887	3.343764	3.9476845	2.434818567	3
ENSG00000204264	5.1665701	4.9273825	5.0964074	3.6866403	3.566162167	5
ENSG00000204261	1.917794067	0.69886297	1.4241998	3.1778698	2.826437567	6
ENSG00000240065	3.574123033	3.6351194	3.3382084	4.3578143	3.362746533	6
ENSG00000168394	3.9360533	4.392766	4.6414227	4.1270823	3.801545467	4
ENSG00000204257	1.7182803	3.677738	4.3627863	4.536458	3.122525833	6
ENSG00000204256	5.647119867	4.912666	5.3502173	5.922953	3.5626761	3
ENSG00000263756	4.352545233	4.973077	5.0868144	1.9734484	2.975695233	4
ENSG00000204231	3.5064877	3.2781928	2.8208683	2.6616478	1.9063119	2
ENSG00000112473	4.0935881	3.2974474	3.4721746	3.2004032	2.180964433	2
ENSG00000204227	5.4119277	5.025971	4.9142303	3.2937195	2.262943033	5
ENSG00000223501	3.4911105	2.4621694	3.3045979	3.071434	1.269670967	2
ENSG00000231500	8.205031667	5.493072	6.83787	5.2339525	4.329974333	2
ENSG00000235863	1.9205021	3.0097992	3.4232922	1.7959988	2.252092033	4
ENSG00000227057	3.968778	3.1828527	3.413135	2.0069966	1.8453261	5
ENSG00000204220	2.4033036	1.9980037	2.2630053	2.254292	1.700457333	2
ENSG00000237441	3.260793167	4.563659	4.2171273	2.755179	2.884198167	4
ENSG00000231925	6.5622618	6.622113	7.1707706	5.322409	4.814171	4
ENSG00000236104	4.000589933	4.391899	4.270296	1.4396877	2.236810833	4
ENSG00000204209	4.0206511	2.968171	2.9363353	3.5770395	2.5122485	1
ENSG00000112511	3.593663033	4.6651344	4.703156	3.49909	2.107336567	4
ENSG00000112514	5.9694498	5.519036	5.3504076	3.1238306	2.6325092	5
ENSG00000197283	3.824348367	4.0121207	4.272713	0.20023397	0.210690447	4
ENSG00000030110	4.895468567	5.099212	4.653296	1.8165456	2.416445233	4
ENSG00000096433	3.7731021	3.9529474	4.0616484	1.7742461	0.591360933	4
ENSG00000161904	3.424360733	2.6560915	2.8231292	3.148671	1.615577133	2
ENSG00000137309	8.002209333	5.0042963	5.716311	5.0329323	3.395843667	2
ENSG00000225339	4.009085667	3.4758618	3.2598555	1.3256105	1.540462767	5
ENSG00000220583	8.2238746	7.8164926	7.50126	5.423162	4.039574933	5
ENSG00000272325	3.526534133	0.45710903	1.5726669	4.6946697	1.569239433	7
ENSG00000270800	6.200952833	4.31957	4.5018325	5.742023	4.366321667	1
ENSG00000124614	8.504610667	7.6989822	7.5235496	4.792477	3.667298667	5
ENSG00000196821	5.12812	3.5468874	4.560321	3.516067	2.943293333	2
ENSG00000124562	5.289056467	3.344366	4.4310994	3.2292752	2.2397666	2
ENSG00000065060	2.4472767	1.0885485	1.5538571	3.1466844	0.672344187	3
ENSG00000064999	1.583708967	1.7138532	2.2355826	3.2478273	1.5151435	6
ENSG00000065029	2.9161779	2.5998044	2.8048615	1.602148	0.635172923	5
ENSG00000023892	5.447849067	5.606895	5.768317	4.4017296	3.575198567	4
ENSG00000112033	1.721015833	2.1117094	2.386074	0.7365823	1.351972767	4
ENSG00000112039	1.9138958	1.3730824	0.63154435	0.5715823	0.04616253	2
ENSG00000198755	8.876346	6.443169	7.467336	5.5544176	4.339809	2
ENSG00000096060	3.097550333	0	0.66485953	3.7286198	2.214319	7
ENSG00000096063	3.604728633	0.98872775	1.8455632	5.434143	2.7279751	7
ENSG00000112062	3.377463967	1.4022135	3.082888	5.6986175	3.251803567	6
ENSG00000156711	0.84412252	1.3849516	2.0718462	3.1627133	2.000576633	6
ENSG00000096070	3.167444767	2.3047519	2.9310157	4.025483	2.147493133	3
ENSG00000112078	4.1727851	0.64904934	2.1608894	3.8595073	2.464027	1
ENSG00000112079	3.7613415	2.9475806	4.3509893	7.2034564	3.542912133	6
ENSG00000112081	5.0558213	1.6572254	3.5415576	4.5013223	2.247356567	1
ENSG00000124762	1.319431867	3.0310643	3.929537	1.0329423	2.939520667	4
ENSG00000198663	3.4263454	1.5929164	2.6603105	3.6152909	2.334511967	1
ENSG00000137409	5.417448367	5.746175	5.860746	3.7549298	2.961	4
ENSG00000226976	4.104756333	2.306377	3.372434	3.2040648	1.9509325	2
ENSG00000137193	3.9377627	3.113743	3.9432368	4.386138	4.235575	6
ENSG00000065491	3.4758142	2.1135924	2.9932783	3.2770042	1.5293435	3
ENSG00000137200	4.399761	3.052397	3.7714782	2.9600317	1.624211733	2
ENSG00000156639	4.340158433	3.4354556	4.2471185	4.0081925	3.381993433	2
ENSG00000183826	1.441967367	0.32950032	1.159392	2.317367	0.9638259	7
ENSG00000112167	2.3489935	0.7874882	1.3971183	0.22448914	0.087522257	2
ENSG00000124596	1.137628977	0	0.7532867	2.887675	0.724146833	7
ENSG00000001167	4.415393	3.1917768	4.0458865	5.2354984	2.6848289	3
ENSG00000112195	2.279148933	2.4471362	2.4252691	4.540266	3.012679667	6
ENSG00000137166	2.468955867	2.9946496	2.609234	0	0.23676155	4
ENSG00000112561	0.4546515	1.5095868	2.0632396	1.5558664	2.814505167	6
ENSG00000137218	1.808349667	2.61297	2.4921608	0.18947048	0.594249883	4
ENSG00000124593	3.6291276	1.4952838	2.41111	1.7788056	1.394000033	2
ENSG00000214736	6.400154867	3.5447176	4.96081	4.3640637	3.213564667	2
ENSG00000164663	1.119415	0	0.08480304	1.9761686	0	7
ENSG00000112578	3.859751267	1.2319973	2.1289618	0	0.4600648	5
ENSG00000112576	6.835042633	6.784287	6.621414	4.3050323	3.5243515	5
ENSG00000137413	3.129570567	1.7425984	2.673631	2.2417002	1.219780767	2
ENSG00000124496	1.697338333	1.916469	2.3876839	3.1732397	1.671585167	6
ENSG00000024048	2.762811333	1.1153235	2.7751126	5.2869506	2.7410016	6
ENSG00000124659	4.173657333	4.231454	5.312669	3.048497	3.080431333	4
ENSG00000112624	2.518942867	0.657724	1.9641674	4.058896	2.5892457	6
ENSG00000146223	3.7929524	1.1777511	2.0793638	3.388468	1.249875267	1
ENSG00000137161	6.2775055	5.669583	6.009938	5.4880967	4.350836667	2
ENSG00000231113	2.768494833	1.6777842	1.9014012	1.5315948	1.2483582	2
ENSG00000124587	3.325912733	3.226818	3.1402965	1.486927	1.182978567	5
ENSG00000112640	5.438439667	3.7129877	4.143196	3.7112017	2.341572133	2
ENSG00000124733	5.275291133	3.6519578	4.021169	3.5199656	2.760948	2
ENSG00000124702	6.370675967	5.095686	5.3833785	3.6132224	2.9982542	5
ENSG00000124541	3.275512167	1.4357792	2.9343872	4.072367	1.5029712	3
ENSG00000044090	3.061257267	3.408451	3.0698664	1.4632833	0.37443584	4
ENSG00000137171	1.962586667	1.7593782	1.3809097	0.96481025	0.28209439	5
ENSG00000112651	3.034707133	1.4671706	1.7483817	1.5363224	0.36518972	2
ENSG00000112658	5.167088267	3.9278522	4.475857	3.199117	3.108400333	5
ENSG00000112659	2.957055167	3.082351	3.0185928	1.916702	0.638541087	5
ENSG00000171467	2.123824133	0.44755974	1.4199239	3.5815377	1.117767767	7
ENSG00000124574	2.525211233	3.480366	3.3510783	1.3075966	0.862505087	4
ENSG00000137221	2.584206433	2.484619	2.3898685	1.3539699	0.8254069	5
ENSG00000137207	5.048440167	4.350867	4.479253	4.0833073	3.882657367	2
ENSG00000124571	3.212455267	1.1141194	1.8777856	2.431514	0.400928267	1
ENSG00000170734	2.543216333	1.0126439	1.3699546	2.8781865	0.804285767	1
ENSG00000172432	3.860960133	3.355292	3.5748515	4.089599	2.802481833	3
ENSG00000124688	2.608202233	2.4793603	3.0151386	1.5706095	1.630734433	4
ENSG00000172426	2.802723333	1.7176225	2.0916538	0	1.2047422	5
ENSG00000096080	3.592924667	3.1606066	3.1551466	1.4474033	1.3397941	5
ENSG00000180992	4.7100889	4.53574	4.180329	1.3941461	1.8976911	5
ENSG00000137216	0.768687807	1.5355282	1.5118697	2.0523784	2.187516833	6
ENSG00000112759	4.918434033	0.16998309	0.18754448	2.8895798	1.019014847	1
ENSG00000096384	8.742684333	5.1360126	5.6508665	6.9660096	3.913421467	1
ENSG00000157593	4.368259933	4.2629843	3.6166437	2.2974358	1.795963533	5
ENSG00000146232	2.364010133	3.7060673	4.1106424	2.2761042	3.0971418	4
ENSG00000124608	3.064746067	2.834862	2.7513714	1.1411275	0.491187733	5
ENSG00000096401	2.087795333	0	0.52249867	3.1118917	1.133477467	7
ENSG00000124813	0	0	1.3892453	2.8690042	1.505172233	6
ENSG00000198087	2.2747958	1.705529	2.508169	3.7043502	0.48506322	3
ENSG00000112118	5.9312207	2.385065	2.2761683	4.767066	1.173723033	1
ENSG00000065308	2.320632167	0.8773046	1.4523523	2.0509706	0.469486987	1
ENSG00000202198	16.50203033	18.631794	17.90574	12.258197	10.34466933	4
ENSG00000283293	16.515166	18.64493	17.918886	12.271333	10.353426	4
ENSG00000112146	1.458501033	0	1.0791436	3.4481816	1.496095233	6
ENSG00000012660	6.121680433	3.235211	4.4356637	7.9178395	3.8242685	7
ENSG00000001084	1.34365545	0	0	3.0968032	0.41360018	7
ENSG00000168116	1.003517709	0.82131416	1.3678153	3.781106	0.1774704	7
ENSG00000112200	2.017090433	0	1.9045191	3.391147	0.585219733	7
ENSG00000146143	1.981312367	0	0.44334587	2.8686862	0.059639373	7
ENSG00000112245	3.848481967	0.35197672	2.5746393	4.996186	2.973139133	7
ENSG00000118482	2.7586617	0.13188161	2.0631604	4.978388	1.470919267	7
ENSG00000168216	2.191307133	0.12608512	2.9618893	4.116264	3.232601833	6
ENSG00000082269	0.10556818	0	0	1.3306378	0	6
ENSG00000112305	1.8237245	0	0.93324214	1.7845668	0.925485333	1
ENSG00000119900	0.41380757	0	1.3272855	5.082867	2.804318167	6
ENSG00000229852	1.264503533	0.42379224	0.9942921	0.4819323	0	2
ENSG00000235174	7.6680857	3.9620447	6.8808036	4.0142393	4.271968867	2
ENSG00000135297	0.827877895	0.055844754	0.76593876	1.3822268	0	3
ENSG00000156508	10.57015467	6.8195143	8.072116	8.336904	5.729268	2
ENSG00000156535	1.22882479	0	0.1950213	1.1000527	0	1
ENSG00000112695	4.773274167	1.7774737	3.771481	3.162114	2.188201667	1
ENSG00000112697	2.766943533	1.0369084	2.4059188	4.797176	2.3018785	7
ENSG00000112701	2.311906633	0.4090984	1.856999	3.7922146	1.617631433	7
ENSG00000146247	2.628881467	0.1429297	2.225885	4.6548767	1.156464667	7
ENSG00000112773	0.6743324	0	0.82291347	6.7367935	1.0048461	6
ENSG00000005700	1.8805792	0	0.96746874	3.0639734	0.129486647	7
ENSG00000065615	1.347285633	0	1.2515619	3.946798	2.172613133	6
ENSG00000135317	1.6246396	0	1.9158227	3.5684583	1.408542967	7
ENSG00000135316	4.469534367	0.36973765	2.3897073	4.8972673	1.7163455	1
ENSG00000203875	3.499047767	1.4203752	3.3089151	2.6153216	1.611762867	2
ENSG00000188994	2.391908533	0.7920393	2.1955445	4.502525	0.9883543	7
ENSG00000135336	2.1860299	0	1.2678351	3.0054421	0.871806767	7
ENSG00000135334	4.813868367	5.2071557	5.5004597	5.3680115	3.9462159	3
ENSG00000111880	2.222876533	0.6151156	1.8092152	3.0660298	0.757301067	3
ENSG00000146278	6.645740833	6.397136	7.3488374	7.464337	5.314683667	3
ENSG00000146281	2.597036267	0	0.68034256	3.1123257	0	1
ENSG00000198833	5.085114633	2.1778958	3.8278105	6.683431	3.9678415	7
ENSG00000025039	2.3324683	0	0.39034387	4.692434	1.948960767	6
ENSG00000112159	3.004851467	0.89710104	1.6547568	3.2699966	0.50815812	1
ENSG00000118412	1.242368633	0	0	3.119216	0.157861683	7
ENSG00000112182	0.726766733	1.1828812	1.9318599	2.403809	0	3
ENSG00000135341	1.641713767	0.17797802	1.6650027	2.8614192	0.586739133	7
ENSG00000014123	1.588589833	0	1.1423081	3.4368372	0.448028703	7
ENSG00000146263	0.14166983	0	0	2.2193139	0	6
ENSG00000112234	1.741603667	0	0.74455065	2.8960476	0.873358133	7
ENSG00000132424	3.013509133	0.7596162	3.3648543	4.564981	1.3408039	3
ENSG00000228506	2.398959867	1.5277234	2.981719	1.6870925	0.8235257	2
ENSG00000112237	2.103819667	0	1.0782697	2.4947102	0.325683833	1
ENSG00000112249	2.4234999	0	1.4874929	3.168514	0.368101637	7
ENSG00000085377	3.369507633	0.46644792	1.9548894	2.8186834	1.1375216	1
ENSG00000057663	0.978579	0	1.2367665	1.677036	0.375646157	3
ENSG00000112297	2.7750625	0.62892675	2.5609255	5.0429354	2.162743	7
ENSG00000178409	1.4351494	0	0.6295468	0.2578928	0	2
ENSG00000164494	1.081384533	0.74806374	1.0649567	1.2316582	0.178545867	3
ENSG00000025796	2.548526667	0	1.796618	4.9769125	1.077713567	7
ENSG00000081087	0.539465623	0	0.55448157	1.6614765	1.348919767	6
ENSG00000112335	5.081356567	2.7691624	4.4624496	7.2454605	4.564819667	7
ENSG00000118689	2.8201851	2.046729	2.5086634	4.5764627	3.4450785	6
ENSG00000080546	0.6305804	0	1.2066673	2.7817998	0.5831167	6
ENSG00000183137	0.368777207	0	0	1.5505323	0	7
ENSG00000135535	3.0252285	1.2010353	2.871566	5.0544257	2.641338733	7
ENSG00000135587	3.519770633	4.1905136	3.689366	1.1144754	2.187587367	4
ENSG00000135596	4.0655482	4.9221454	4.4448886	4.8452783	3.071764633	3
ENSG00000112365	1.980086267	0	0.63306075	2.6554031	0.981873933	7
ENSG00000155085	0.15677334	0	0.077602334	0.75615245	0	7
ENSG00000168438	1.7636648	0	1.7235308	3.3066542	1.062332867	7
ENSG00000155111	1.859689067	0	0.6122775	3.3926775	1.407101767	7
ENSG00000123505	4.0708304	0.30536625	2.6354876	4.483183	2.194490433	1
ENSG00000155115	4.3807211	0.63523	2.37532	3.3784392	1.8265816	1
ENSG00000009413	1.766603733	0.0741694	1.4786832	3.5158472	0.80081309	7
ENSG00000231889	1.169653767	0.6828652	1.143151	1.871701	0	3
ENSG00000056972	2.7061697	1.8958719	2.2083573	0.7065153	0.641076433	5
ENSG00000010810	4.031160233	2.508819	3.1954784	3.5175078	2.347570333	1
ENSG00000277443	2.951419967	1.8586065	3.8317022	4.8854394	4.076304267	6
ENSG00000196591	1.881227967	0	0	3.2957244	0.058770898	7
ENSG00000187189	4.5068204	3.2655163	4.090009	2.3428736	1.712682567	5
ENSG00000111817	0	0	0	0.52571636	0.973564767	6
ENSG00000189241	5.170141867	3.7114987	5.1755085	4.0931687	3.209136	2
ENSG00000111832	1.5006283	0.18990673	1.0319225	1.183785	0.482449057	1
ENSG00000196911	2.726609367	1.4081479	3.0152166	4.672638	1.026022	3
ENSG00000153989	2.5680934	0.3505811	1.3731147	2.9378963	1.228126967	7
ENSG00000111860	2.609360667	0.8793007	2.338862	2.8301916	0.926842733	3
ENSG00000111877	0.879112217	0	0.61069965	2.2618513	0.183799623	7
ENSG00000111875	2.9912284	1.9479908	2.5500603	3.1586363	0.777194967	3
ENSG00000111885	1.3991982	0.8284727	1.6079513	4.5269756	2.714976133	6
ENSG00000146350	0.57557143	0	1.535698	0.96861476	0	3
ENSG00000111897	3.5324279	1.3241726	3.7919333	6.026257	3.489154533	6
ENSG00000111912	1.101589133	0	0.8765051	4.021191	0.685422467	6
ENSG00000111911	0.745643	0.5088554	1.3635089	3.5558262	0.693769417	6
ENSG00000112282	2.0067854	0	2.3214283	3.502658	1.044958467	7
ENSG00000112303	2.529786133	0.41967067	3.150916	8.004376	5.688407533	6
ENSG00000112306	8.943873333	5.6803985	7.234688	6.289405	4.713383167	2
ENSG00000118515	0.299066567	0	1.3513538	3.4666932	2.309629733	6
ENSG00000112339	2.244048667	0	1.140525	3.272837	0.305039147	7
ENSG00000118513	5.815356	4.4574423	6.0145535	5.5466256	0.05258112	2
ENSG00000029363	4.005610333	0.93578875	3.4533749	5.883609	2.407501233	7
ENSG00000027697	1.980284467	0.013164872	2.5820065	6.2075458	4.114086767	6
ENSG00000237499	3.326737	4.504426	4.6645904	0.9170178	1.827996533	4
ENSG00000118503	5.704084867	5.412338	6.6200438	5.4737563	4.413808667	2
ENSG00000051620	2.136993367	0.1897282	1.0234958	2.6059074	1.639810167	7
ENSG00000135597	2.414559833	0.53560656	2.1886623	1.9455229	0.660697653	3
ENSG00000146386	2.9746496	0.28722695	1.2704422	4.9543147	1.959630633	7
ENSG00000112406	2.677330733	2.892702	3.656896	3.7679782	2.888215767	6
ENSG00000164442	3.3069923	3.8992388	4.5502257	6.067994	3.445768667	6
ENSG00000009844	1.2202574	0	0	2.037129	0.776966467	7
ENSG00000010818	3.671895267	0.7790446	1.218836	3.0032547	1.715254067	1
ENSG00000001036	0.3478039	0	0.33361727	2.724403	1.3597597	6
ENSG00000118495	0.3997436	0	0.2345536	3.2111266	0.8679199	6
ENSG00000169976	6.4583931	6.519261	5.8536263	4.310803	3.583148633	5
ENSG00000152818	3.1550157	1.3442107	3.736148	5.911363	1.888039567	7
ENSG00000112425	1.413230967	0	0.8242971	0	0	2
ENSG00000235652	0.05396296	0	0.16554157	1.2983052	0	6
ENSG00000146414	0.970612517	0	1.6327386	2.2422237	0	3
ENSG00000164506	0.828949733	0.23655309	1.620793	4.621575	1.7276187	6
ENSG00000055208	3.9201151	1.2251451	2.9538422	5.2095895	3.246433433	7
ENSG00000055211	2.237351167	1.1313282	2.2782867	2.0054271	1.577891933	1
ENSG00000131023	1.852330133	0	0.9343332	3.2420192	0.925811467	7
ENSG00000120253	2.719408633	0.7509397	2.873388	1.7696128	0.536161257	2
ENSG00000120265	3.449543867	2.0817702	2.4888752	4.1619873	2.621103667	7
ENSG00000131018	0.45573622	0	0	5.574848	1.034973	6
ENSG00000112031	2.0021109	0	1.1516503	2.2821856	0.616714467	1
ENSG00000218426	6.268814033	4.1969414	5.9513965	3.2386267	3.2552281	5
ENSG00000213079	4.263078567	2.4677172	3.6715727	5.4235935	2.428753233	3
ENSG00000049618	1.913713233	0.3134977	1.1516325	2.5890954	0.2184807	3
ENSG00000078269	2.2695604	1.6664865	2.0479505	1.2377423	0	2
ENSG00000146433	1.2585901	0	1.959957	3.0431936	0.925071167	7
ENSG00000146425	1.3760491	0	1.1424949	3.9043357	1.870045167	6
ENSG00000092820	6.5977608	4.4185143	5.5036707	4.907513	3.487554567	2
ENSG00000130363	0.081398953	0	0	0.70574594	0.325917213	6
ENSG00000164691	3.244098067	2.707221	4.523847	6.578796	4.101904867	6
ENSG00000112096	3.538796333	2.5556357	3.8269446	6.155491	3.981424967	6
ENSG00000146457	3.41834	1.1211213	3.0619159	4.1330886	2.117783533	7
ENSG00000120438	4.560798867	2.7282717	3.3973498	4.6400447	1.755972	3
ENSG00000112110	4.141217867	2.4359968	2.6799254	2.6735368	2.027771967	2
ENSG00000197081	4.859229533	3.294083	4.1304398	6.0296154	3.735215567	7
ENSG00000085511	2.118759733	0	0.81278163	3.847153	0.13860704	7
ENSG00000026652	1.411703033	2.2085488	2.3906934	1.5678067	0	4
ENSG00000198818	1.983218333	0.7525341	0.96375316	3.1007133	1.5842386	7
ENSG00000026297	2.452966533	2.1815586	3.1375997	4.5271325	2.926892867	6
ENSG00000213066	0.235270333	0	0.005895884	0.8117625	0	7
ENSG00000272980	0.982879637	0	1.577004	0.637895	0.2882379	2
ENSG00000185127	2.081519833	2.4596498	3.1442795	1.6293025	1.498676067	4
ENSG00000130024	2.6273212	0	0.098382816	3.2460315	0.42062554	7
ENSG00000130023	0.8976461	0	0.7453989	2.1749563	0	7
ENSG00000112584	3.094025367	1.0466093	1.6767877	3.960779	1.929424767	7
ENSG00000008018	4.239710867	1.5443895	2.768425	3.6535425	2.3102798	1
ENSG00000071994	2.895586267	0	1.6793314	2.1393511	0.887163867	1
ENSG00000188191	4.663416333	3.5195022	3.0274994	0	0.842370867	5
ENSG00000164818	2.136723167	1.0807682	0.8828697	0	0	5
ENSG00000164828	2.5310665	2.1128874	2.7536144	1.5179524	0.495882367	5
ENSG00000239857	1.0612892	1.7501266	0.49352482	0.7610554	0.16706591	4
ENSG00000273151	0.607524903	0.62641066	0.4242546	1.1723646	0	3
ENSG00000105963	0.016405802	0.89980173	1.0472332	0	1.5967118	4
ENSG00000240230	2.2217004	1.8533543	2.3038857	3.209283	1.65918	3
