GeneID	SH-CON-1	SH-CON-2	SH-CON-3	SH-CON-4	SH-CON-5	SH-NAC-1	SH-NAC-2	SH-NAC-3	SH-NAC-4	SH-NAC-5	SH-H-1	SH-H-2	SH-H-3	SH-H-4	SH-H-5	SH-10-1	SH-10-2	SH-10-3	SH-10-4	SH-10-5	SH-100-1	SH-100-2	SH-100-3	SH-100-4	SH-100-5	SH-103-1	SH-103-2	SH-103-3	SH-103-4	SH-103-5
C00170	17281548	44139667	63053685	17648327	20855493	46420064	36275165	32666087	43145274	48558536	15163388	12569303	12209056	13005934	16303042	116514341	75628723	73377029	75753886	112233963	25452500	9387297	35465396	33092527	23046955	10947092	3109040	10993789	3563836	10830352
C05130	6014691	28407276	24625088	5872688	20675992	20703018	20284212	22915629	25755371	24211735	17419571	26049998	26957157	4418386	23693649	20082503	22385911	22950410	15807320	25122152	4476201	17625599	16859857	5445577	4752301	16716714	15656385	13358253	10133941	7868451
C03765	23448063	27034212	22438992	23145488	22594504	33234885	38359237	32526892	35204660	35635568	13807955	13515153	12090068	11833158	11668924	57642924	61507004	65184047	57469216	57722371	25404328	23169742	27080066	27561596	24448860	13764211	13861217	3491579	11867556	13345198
C00632	21516201	20894142	20013740	19978411	22776634	30983038	35574920	29657035	39556843	35732598	11426019	13043823	3451001	3385756	11156948	48731168	54059088	54399172	50408954	52256279	28023208	24273881	27656230	28192815	26331421	12586529	12682548	2803746	10928360	3131995
C00601	2036306	4459989	681284	651899	3132905	2569265	2105687	1735075	637751	2056438	1994554	627827	577123	613409	2959289	435808	3874276	2314584	5209598	4356102	5254850	2296160	1584050	602529	592632	559403	2919570	534770	2623519	3822959
C01586	2690985	3211309	3054628	2497003	2664232	5011815	6848948	6571539	9673246	5108298	3061249	2755487	2992533	3656827	2855695	9645611	7404418	8814881	8646216	8097961	4043158	4258487	3825851	3549698	4054478	3708235	3913566	3956849	3608365	4069879
C00483	108406719	234904050	201158817	165719750	108551308	136651262	83367101	68642079	304088725	114710850	84530911	106261488	219628844	242084875	61685056	134311837	81053804	122371304	96932750	89602661	110020736	73596794	89879397	142677914	52670699	57906448	61648134	73694893	64990613	66449534
C05853	14854044	15504433	15698865	15500782	15456396	11874657	12077799	12275896	12245507	13022099	12501799	12675193	12635334	12660852	13281374	14519915	15806330	15279953	14680513	14716153	13211454	13098089	13465342	12783306	13922660	14843121	13645794	12722954	14170507	14421331
C03283	994468754	941609709	909223955	951984411	978428788	1088476248	1057590095	1082970979	1119128381	1164526244	865140796	840774437	921529531	923369890	847500690	1133948035	1103088439	1052620635	1080275732	1112063832	1071596015	1013212670	997978926	1038206085	1021579966	774562785	788463895	768582288	802233441	818028896
C00082	4164488	5132736	2696466	4321878	4706190	4442164	5203621	4088540	4720544	4850626	2664096	3122631	2419896	2740800	1899444	4601397	3134759	4855449	2809614	3680906	4002250	4227603	2641227	2914613	2613520	1355701	1546236	1360256	1322495	1492375
C00148	29814964	29695164	214542387	138457059	32157089	943671364	95258454	186779692	157902210	32262426	32936703	136909626	28523298	29547483	109753445	141508738	208934759	211580561	32982456	233330840	115524542	189310693	172496730	127916159	191973022	30764630	132137361	130082860	437815993	133248675
C00123	56027489476	54967586710	54346249366	56086227183	54949574675	66717788254	68989591899	68648365835	65521727601	66037168075	43953564881	44126528985	44293510714	43065622787	43539843002	66860512390	68144130572	65313297540	64943293000	64432112423	54156435274	54802436849	54603863791	54307394797	54504840117	27556121935	27457731281	26951019799	28064879760	27197547688
C00065	373300567	392338527	365687404	401074856	377134953	297797975	292946926	344461694	294204927	277938748	234705028	260790594	228945840	247246485	248998617	221319830	225167954	244812465	237047821	238266789	328504545	267563269	280916095	241543198	304925182	154127546	159252021	160725011	156329952	155798238
C00062	1713404235	1968861984	1944335090	1653252078	1780028540	2294189220	2635337473	2227147297	2562701515	2135963912	1843387735	1600231717	1827547998	1705999276	1540444485	2462974187	2076199434	2500889151	2114323729	2525909514	1644017666	2044131331	1983651574	1570269685	1900484704	712815607	809995473	734782251	794116805	736462316
C03519	12045000	11834954	12500496	12890036	12266510	20474354	21523983	22789744	20826925	19215060	8638905	8290179	8944959	8211847	8045587	19661408	19434935	19847454	21389012	20629692	13334278	14240197	13609071	13974153	13645679	4383698	4048629	4385831	4233437	4021887
C00183	380202133	225153880	238483293	50782874	52607321	231475393	49663424	222000620	295350370	258655605	153605717	175331890	175896730	188913155	46247443	206930042	206674111	427970162	190400847	283669205	44975124	182996740	181224975	45275635	151663203	42752242	41092467	42187868	40375932	137411438
C00049	696996871	685228012	706338235	663875340	666684167	266805277	250858794	260259029	256632427	253941367	524115146	474438618	496655939	507628392	517727970	269162942	278852653	285633568	259210721	260398827	476891512	468141270	465981064	499477253	453949362	1062316010	963859483	989492710	1011016939	996457530
C00407	28447038873	29244927891	29494470467	27980997033	26535741537	34793832681	34041934450	34450792242	36025767347	34840065565	22846478749	5480262317	22954337931	21035841994	22925367040	34773435958	35688676247	34735654122	35270602333	34861541141	7025322617	28456734652	27828302564	29099422365	7149033262	13705566835	13905379753	14582763584	3511396073	14149417383
C00791	137610362	20801593	74637027	63336411	69184095	109970399	82417371	19587291	68722404	49544865	140039528	79809307	17642171	42766059	95476024	83263382	50213737	71756557	124887711	44711327	106898704	15350704	46520806	43631095	85457341	14573750	29756690	14383910	68751983	14397783
C00025	4773008544	4736985726	4769533245	4739208110	4777375374	3575035648	3449608379	3469781024	3441178004	3468797741	3451106655	3308952268	3211901096	3333784313	3295409860	3696408829	3761522330	3718802398	3560262365	3706204952	4024312354	3968307153	3883724335	4015887793	4077393251	4997787702	4954664457	4920259022	5020246451	4901672173
C00064	1693591852	1616864938	1640951119	1678107606	1535296000	754315136	686084645	716765037	730907863	710792963	1975267983	1696934477	1877694862	1812466571	1874604969	709726412	698938984	757732796	713347024	710426767	1513024973	1448913399	1524793930	1561259199	1447791280	2489559415	2309857151	2381298983	2356507906	2310899600
C00669	374832649	393163472	382417667	370628516	380183887	435162496	455615189	439890567	422026041	409982386	389337470	368442088	361504486	357096680	346013989	352475567	328856181	329313051	320968810	332944946	325125072	338121300	348209474	302741777	335726520	257217305	258841528	254868584	260582524	261526270
C02727	342021416	329878283	345453506	342817083	357795884	787934792	763150875	749840747	795800630	729621093	423355458	430735991	447641130	445286350	454241264	566898705	591236323	586566683	614761321	569866261	422774182	450009820	428338982	430989197	417508443	70309021	70135699	71861120	73356564	75063056
C00077	404501983	396494679	436238257	415338692	405844782	65404038	68259657	62574052	62606942	53930813	52576671	50033647	45083165	50425326	49635960	106746058	112528509	120199111	111363951	119699619	67715251	69510567	73076583	68172198	69060389	133450964	133155946	135912728	126991753	135999979
C02997	88374651	88172163	86044612	86123679	90292412	139682094	133186905	130919672	134451548	138594469	67636226	69114952	69799380	24181776	66933761	159498008	164512126	153430239	164429919	162051380	102761237	98989662	105906147	101766842	102588249	86745668	82085883	86649546	72793416	76912747
C00624	7977058	7545289	8946598	7192595	7964511	17598395	16901849	16136574	17090043	15673692	1339803	1375719	5204524	1144678	5380715	19035052	20799666	16199455	17968064	19592518	8251495	9021311	9013327	8200974	8977643	819397	3339065	3761522	913896	3581258
C00979	94206063	115442911	110710271	95091127	96451198	141076799	135549107	129842359	133110908	131031344	101759823	107843779	111041970	114312205	114491151	125168575	108607688	125651713	132544166	121909175	106864606	98603696	104732941	107701836	99108417	68935809	63096800	64779875	66719398	61903296
C04368	25726668	26894704	24728929	26940663	21834544	37313304	35915971	35983476	32888597	34496373	23924232	23699781	24767704	29358347	30061136	35069992	40307218	36188709	36582636	50282307	30170906	20954480	26229122	26240065	23031672	16045088	17022723	16560279	17458139	16892002
C00408	10048670	49075179	40659880	9338782	10137486	11180267	34134738	6420733	7263044	11224780	1987294	10298906	9089580	33359552	9754892	47599776	30645707	23138523	12369228	12966193	12581986	12123978	36321495	36516999	11615963	66672264	40723142	29935486	123603760	38641602
C01035	86603400	82778078	85239179	88690514	87855015	59155441	58400084	59121304	63423733	59721805	95872867	90278586	94031162	89542557	91301000	47971623	50198748	47363974	46561625	48918694	84214222	88164265	83928947	86880796	88954062	127386789	134775291	130052139	123128567	133953164
C01026	95064836	99811483	99088088	92440407	84822413	113979286	96687160	98911006	114213272	103037789	55778149	46373609	54084430	64343282	56940237	104778021	98999218	105820350	101613676	102283007	88195926	82721614	89298046	99735266	90521339	44791075	45383143	50773839	45829054	47910807
C02946	7481543	11392295	5405167	6682796	17441130	6645015	2004619	1766421	22425313	1655541	6871779	4424432	7744435	6265290	4262371	6047827	4236559	19482721	17728508	835448	1528544	7377277	11634415	6460191	7104504	1349546	1435186	5548386	1207208	1346439
C00956	4038587	18048681	4157963	4160765	26733135	35374849	17232825	8106058	4637595	28652641	19304279	33277237	3247295	14949759	3161626	4310151	24997894	4286497	25352826	4268722	3591068	3444450	24352686	3457454	24854484	2797651	14253089	2483642	11783571	13797400
C00097	36573918	52754069	29861485	36252010	37313560	43629091	37025902	40905557	44447737	46421143	61896514	46892369	47364182	61148454	64612275	41285553	35771994	36218763	37747306	37344279	37078665	41321005	38113359	36705925	41532038	40297406	47837373	45076071	47198303	56312760
C05932	9263886	10458440	3063752	4719920	10184412	8949714	11884747	10484775	8835568	9266144	23233803	25070662	27346244	26869517	25103888	9435023	6899321	7081680	6519794	5326130	4259458	6946115	6675757	7359628	6400818	1456506	7067480	933511	1338242	6388246
C00489	32401859	35026571	36168704	36813671	35322539	25667361	25911505	23263921	26110119	23887745	39388028	37220435	38121675	42485376	42161301	18523284	22216522	21346135	20750042	20493308	38408384	35155286	37931095	35358192	37447087	46219033	55939922	50600453	55499245	54035596
C00450	17085726	18434302	75168038	75843494	69678714	77530138	97799756	18338761	94398613	18839142	18463068	96071350	106528459	100452800	132789330	77555470	69038667	96030958	15958036	16245925	180523622	75353869	64090798	159689498	14220676	13456366	71096219	57618049	12030492	75590901
C03145	1422658	1739426	2307128	1550227	1646492	3457709	4239455	4159232	3988173	3736841	1911660	2016607	1870900	2430055	2051987	3540431	3821442	3723316	4452883	3444621	1949004	2815507	2797461	1948857	2131405	1155736	1585530	1645171	1846426	1479841
C00355	12599321	12554328	12404910	11400628	12955260	22132135	25221817	22868202	22588714	22304169	9516251	11958208	10855820	11113075	11031310	22391910	23344375	21757238	21580577	22595296	12695722	12319866	14593211	13279477	13125871	1957597	745913	1440949	1837214	634881
C06114	14881517	18313963	20525728	16709662	17735289	12384418	2420441	16840118	15646041	12068290	4541117	15871440	14172836	21183934	18317584	11556855	2104657	2197302	3068722	10904674	11736324	14771176	13321294	11472385	13392834	1566379	6335718	6327057	2234378	6045174
C02218	16010620	17522022	16330198	17259626	16185911	54190222	33080734	32852463	57485038	35018783	17999842	17487564	18134694	17984752	18000927	29693389	33608975	28716411	27672787	30753000	20949852	20125866	19487157	20120667	19896578	6140133	6452844	5983647	5316444	4567186
C00041	10085446	45793787	42487148	9669119	10371583	65269802	44999403	10208114	10055711	10158153	38590790	8921984	10470584	9386899	30325463	8917869	33165465	73681819	37341352	10094532	37420876	9214997	40984728	38735882	9744828	40567094	50204634	25870231	7554450	7946960
C12270	135594407	141148825	119958830	136860336	133975101	176523603	172330061	171882011	168940965	164035152	57210069	60046100	58981175	59001915	57886777	219206303	212093559	201919835	201831831	196585081	109909606	108071736	119480207	115682083	117784814	58446259	60994389	61979411	60660463	57834469
C01005	39292718	104818440	50941086	45056134	25740490	30400785	123430869	33347477	44171397	48240183	8814488	22953736	9036742	53754265	52714358	47687749	27038024	30646049	29457494	30143333	42452851	71918031	9071679	9129628	25765116	26053231	35694463	30515193	36259073	67406528
C00719	383028211	379057406	382968252	388711333	375203076	521887661	506303267	497885901	508506965	521501859	406334579	385574787	393213249	389660742	383801307	822458467	805230824	782573517	811639430	818818653	803610676	838290883	804653257	845664862	866997865	830633762	831711018	833676036	821716661	794530820
C03972	37902072	17563986	18312531	32373246	35652967	1160263	1016872	1300722	2655557	2883930	11881127	17696172	19082176	5529836	16232470	2937323	4406133	3566543	14132159	4473649	5802102	1801712	9700503	8207933	2019019	21297767	21957256	22863473	24951026	7178135
C03239	42324111	64458492	65006746	74306020	52691749	38081320	36319789	73729143	73677119	41099134	45243750	76817121	49564632	54675705	52129072	81370904	82923019	88229727	88133984	86877865	59712083	68120806	34879225	38972042	58003114	35407277	49986246	48856993	42481130	43706397
C04281	26692265	7009799	26979639	34749609	7169563	37929617	8928702	7610046	42534982	7915072	8073700	23451438	26555264	7660208	29779054	28559982	8454017	8554217	36662940	76019742	10238366	65981531	30694522	39815362	8981203	9563196	44466826	53635428	10667193	178460133
C00327	46377896	47524987	44849631	48656870	45577234	22301034	25494835	41885805	26597091	20596002	12464767	19251831	12234610	38877054	21765993	39410403	36089312	34751754	38349453	38228875	23311496	22928135	24053029	28304525	25187837	14424404	61911221	57309284	63815235	33991309
C02710	10175406	14642575	18399868	13105596	20351186	12519240	14228827	15540445	14627216	13843945	6999250	11392095	6624816	6647006	6508008	20009157	19028350	17941030	21024474	18539159	7490704	14825403	7747137	13083435	7978560	8456306	9625689	4099232	9631640	9253113
C12989	8568605250	8193151059	8549247307	8369249373	8048967616	10466809943	10538623727	10612149227	10361182569	10300639556	6452174734	6315116533	6328962013	6610562600	6250927957	10242715657	11683118516	10064053803	11235635277	10622802630	8542469621	8586971888	8601218168	9021325615	8579943552	3742733930	3779545176	3643428565	3931967889	3742211149
C03740	58000583	61006460	56493131	60424927	54492989	98689893	106425329	121094662	100480402	106226406	61173853	55853988	56837179	53262488	52982678	117367902	145396958	110984373	111136305	109735754	69219351	67018142	67199476	66515207	72309568	33009541	29885495	32407492	31354668	31566518
C00334	8951987776	9052630302	8895685472	8742144041	8383567874	8051667938	7998429971	8267943640	8184371341	8215339639	11793696425	11333059847	11546414973	11649198718	11899992196	12102542536	11550606098	11340072555	11800950840	11704188318	11334234954	11214522143	11022414953	11411793905	10871725902	17517258959	17764911016	18115668328	17694150852	17762062309
C05689	66062816	11456694	48029356	53059520	9205613	8213072	7730748	7221380	7037407	6644324	25387213	6884057	26956297	94543272	6562053	62965652	6650797	16108151	5023187	13578786	5123834	23100326	4998074	6075936	6381941	51462340	33421746	30174687	58006748	5880505
C01850	5032292	4360012	4387460	4683847	4506006	4372364	4627149	4571868	4695569	4263112	1689524	1704359	1559578	1522462	1591518	10034070	8488559	7954959	8771713	8914386	2429209	2132012	2020868	2179867	2206930	750110	665151	630701	609115	585721
C00637	82259999	76631076	71592050	74387747	80822076	90232102	91083811	93265963	89087395	92585909	65360315	59627451	64059615	63057329	63017110	85385246	103127648	91785194	104988996	85587507	81928725	82875412	85637852	87623308	87144171	43584197	44265072	42209010	45222543	46101674
C02938	85817753	180627392	102532176	151182656	119633516	42673179	106831973	104635220	56353409	104721131	161309113	110568947	81882809	109822690	98984023	177088898	84247354	49654189	162714022	66740850	179220451	177118317	95694153	103112916	121477163	177309147	172948024	109551162	90829607	112305740
C00643	14841977	14772908	15523201	16857050	15975203	15367277	15499712	14658080	14873491	17702788	10136221	10083895	10202331	9995296	9860991	15417937	18266438	14678113	18781770	15685868	9531723	9721061	10058163	12098265	9591181	5384883	5283076	4997130	5445589	5305432
C08313	188398044	173474133	193215263	187339759	190172527	229406595	237983759	233776728	231857063	232924023	136890917	133513916	143079874	153587315	144320476	223295832	264305919	222283963	263399298	245955662	192269888	196151100	187740489	198261832	191364785	85754425	86068988	83672378	88371610	81433951
C00463	62702564	64763366	66802070	57613925	63296096	79023201	73307618	79754061	73977264	68944118	52928966	50532088	52364701	56854268	48599228	72029910	79937356	78659529	73978744	71605835	65122908	66292474	63339540	63876829	61002063	34496422	36761617	34256767	32931242	32613996
C00940	26750501	32105687	32700848	37451265	9146240	8434140	31629057	7223968	7155762	7474062	7688022	79180516	27379971	42865364	27450431	45273132	5689474	6679109	6608803	26612030	8438178	25698708	56501523	9105220	59988273	46076852	32772972	6895719	52744361	8811229
C03277	385780116	385562723	369451325	386748670	364256193	217521708	200364734	192442764	209936005	198539109	320800416	310633010	329407276	309291862	327678847	185309007	171669301	173279341	188714058	182610782	343250334	342547242	332329134	341020532	351924860	58674904	63133953	61423467	229497900	60337272
C00051	1	1	182431	154513	91511	377407951	347093420	370673967	386276331	364430789	2492749	2005204	10005018	10451601	6578176	13728182	15017275	4684929	13497898	4073903	4940839	4723878	6723513	3251978	1311601	191370	117559	176188	1	47802
C00079	34136282	23512164	27656007	25120228	31447178	36320338	20540416	22045224	28927412	34639655	8496025985	8256354781	22694777	22797742	25742403	37342753	27642212	39800904	31899133	31404063	31091239	10782155078	21188119	24315647	23598370	12998144	5707029785	12435845	11101008	5410766932
C00423	227412519	272914928	246677684	341472812	60061770	253231816	442863957	230868933	394304574	233011679	253497609	276406279	155959622	180473806	158084645	208911810	202478145	195267484	246460336	190643746	171591005	201467816	52335186	172933996	46571116	138843581	13333275	259102404	38031054	119272678
C01877	31729178	8199863	26488006	44074481	34235127	7159666	8570154	37259667	29720905	34523098	22825659	22411354	8237483	31473314	7952615	31547170	8771464	10565943	153184617	29146521	9805501	41854344	77583776	32471841	54850016	65401389	42766546	90015368	26906409	38284842
C00134	21254902	17397909	17833467	18358013	19347349	58885591	54184966	56666677	52320223	50424735	20347813	16453208	18860163	16165301	17144059	93777068	90712571	85492065	83612357	86506819	27751651	24896881	29365906	26199265	25431391	137747	95094	157738	152141	113223
C05580	140958568	135476878	135138187	143304294	43461271	21940060	61505647	147780072	132789381	111798000	81584742	143247287	139131486	52506172	141107226	50167110	40189797	146381986	58024259	38685917	150138976	146272951	145503654	137451937	68571104	60814005	145063733	71725710	44907619	164908356
C02989	261348697	65921493	242771034	240708493	240567695	231083308	333052227	460414251	469114590	205331616	139175613	120774770	98366735	176194134	212049686	407321392	442173914	381409762	407072722	444076111	268614902	107011202	244502636	267242026	118853636	48361918	71343327	100444703	48622732	68835718
C04137	70391595	72764731	69984496	71279893	72319633	14999289	13526190	32710258	25711608	14213781	18376240	4347483	3990441	4727460	18452401	137334840	130993956	132781972	125028497	132740828	7050765	6880124	20215544	6749117	6881229	4556263	4862336	4964458	17052985	3527765
C02647	7155723	27157573	40939196	31686507	27752022	8302125	25874282	7718181	8488559	45403403	19249801	29583457	48519443	21678648	8774750	25207014	9715545	33527190	8457480	8951529	22744390	8785725	10807331	28757778	19020800	23242523	28231209	23801090	36569517	8684791
C02637	10134254	63570195	9364699	9796535	40537344	26337644	8495053	8851980	8464389	26172902	88223422	24632852	24513865	22583354	10356515	16783529	34856419	59888309	7848717	20574569	42896752	30726011	38390433	35402032	40691496	51557312	11647509	53129942	11558214	54828576
C17235	3731148	3834168	4615773	3531064	4912437	3919673	4429770	7890065	3191804	4747818	3155675	3076451	2895380	2146558	2225636	3911395	3258434	2974486	4410936	3327075	3368091	3751799	3683499	4225831	4029803	2921403	2341326	3669341	2902299	2564538
C05572	373601966	142674271	204079107	150922911	190207901	192427133	172697633	197231255	185788358	182373118	230079960	204534169	176996315	39685704	175213671	128701710	155832956	178986594	169260704	192137477	216574018	39595540	194259821	144857224	193412811	153282297	37536651	172976920	151531213	124606375
C00245	53666908	40985960	48493359	50233391	43018866	84086870	79985293	93112704	78345539	78590202	66270908	74284164	64799395	81592884	73360362	105666158	100715703	109561780	101834093	98712951	138417693	108794314	111622566	104101070	122500099	144257743	150325398	148819855	151154472	155285017
C00315	38644407	142677018	143196603	165870491	89007015	179206335	36909338	34878584	35157569	39623228	43520627	141631753	69240539	42862952	180693377	35866916	35867063	34292053	148034843	35488959	40193311	126757810	40424006	44168147	39897050	84706547	183375616	292809030	156384694	145301360
C01672	2628008	6133426	2543417	5753309	5163046	25161927	22308993	25607476	24450042	25007053	2108553	1967058	5813806	5111933	5907326	52974653	49849349	47104644	45984234	45347392	1698052	5626340	1800978	4897980	1826181	5334499	4194276	4310657	4713871	4214194
C02794	66601586	21445148	20676694	84364273	20031783	20634121	63429856	22688829	54958754	76976242	19947933	20399953	66024260	49733355	81437976	85921981	76007007	82994013	84965315	19026534	71778302	28212118	47275646	70320698	88323081	85590138	90821202	19457808	80607451	35659707
C00349	183022745	40308780	189018529	41693793	46463533	174757714	132841763	151920876	149681547	41464090	720643014	43105238	44546141	48169812	164196836	157460319	288968702	173462969	150761308	162268399	45773188	166367735	46549298	187810880	775119706	471834413	216493522	322950357	411391046	51555738
C00328	51015064	51493305	46952729	48086502	51021076	81652526	46873698	69392782	53950890	48788550	57530993	81684100	45031712	80517950	55807015	46472211	49456662	45543468	48781420	44470745	74936637	77500811	48682516	73396639	48475642	47173715	50764053	46507979	52474390	45244056
C00547	7755777	19961435	16377239	25892295	32566381	19692817	47484622	27094345	6553592	25374389	31328065	7322691	7890223	44957336	8323804	27368038	6154686	62050101	24763649	35566255	24818456	7476640	7219401	31681103	8506917	8856931	27442186	8614640	67269640	25743769
C05607	577382203	571693726	573052727	593224470	514177560	652747213	657935421	674332073	672217565	620776682	467037868	428263844	423921961	408894390	449407678	671017335	675428868	654631173	655589746	630446499	521791782	523670358	502517295	522109093	531355712	268423043	296477320	296913109	299460888	293587872
C10164	285765235	346618740	287556138	361504838	466928282	446761773	355359342	233539122	432626717	399646780	456938865	796969340	357633942	407459132	486134476	571354356	486426737	363201471	418336072	414168206	240393611	476037963	420346496	581301290	314472482	361711025	281901792	580778085	616335250	796404193
C03564	128170975	139279146	124777859	132635753	122436102	107729322	121888576	115359363	149752148	130173424	78674166	80906495	82308007	100769233	79285824	93530368	90234196	94279517	99075624	84637520	74098462	97318715	86729884	74511577	78817873	60546365	59713504	60299522	53008364	68327867
C00158	833242	797721	609372	751714	479042	45155839	48069068	46169278	43688443	40628881	19105968	19966576	19573315	18426401	20781847	45730300	46921383	41505458	44126885	45287332	32837316	33791679	29131840	30655965	30667687	840248	749796	819113	183315	532836
C00232	333734965	102466250	206364279	140264508	33348789	150287948	33036894	137388972	120651421	120023857	201850268	149406889	36474534	35212373	132688832	32836695	32227941	144761495	33070289	147626328	300410616	155108835	37872265	149127649	181657816	145087837	38736494	202474825	213291954	41236904
C01089	23281962	25058453	24523494	24642402	24203345	3632346	3262919	3164150	3181053	29012932	2702022	2748906	2729525	2886970	9641388	34630075	33452123	41500909	36842777	31887673	3700265	17081651	13901585	4076687	3899004	24189404	20373293	22077850	27365385	23027476
C00026	41189326	39309233	41609625	41347991	44094609	197068008	192928110	191233032	188239569	192298632	71958058	75771748	73992115	72180267	71763781	229166645	232955402	226491231	222881711	211948837	135686481	139772146	130360284	125759702	138540800	20813283	20814331	21847630	25357784	23198874
C00109	76530510	58221183	57474378	80839709	85715232	48565791	39570306	37634458	83098230	9989650	75448074	48556368	26006257	77862648	79198485	59778707	59507415	17553630	77526240	18613557	79087697	36753648	49983312	47278658	32730997	80468326	77049923	76387405	61898440	85210855
C00022	49768228	12584075	35575456	50842095	10880859	3406027	14601255	48471697	48505192	10466978	35520054	4557194	4519892	8465482	53860823	10178626	10636311	9142498	11165466	50203821	7763207	54181592	6198540	49814030	38457051	9802858	8861895	6793208	54278701	57072690
C00124	111678695	14224268	69591870	15545938	37518328	14278689	365252579	39939705	58303286	89117437	14265653	21812002	14253401	15441641	14352211	75767906	39141947	13832491	13859516	58461295	45305582	13890142	36533168	55042208	13938981	357733104	13992514	14266525	317384344	374522285
C00476	10921125	58877195	47989224	10712298	187158060	39831904	35333949	34344336	69729054	10699908	56116820	32326219	32080232	11495654	32323123	10945354	10400310	11056767	80196262	39699354	12001092	62990018	76395253	28399759	80791946	87968703	60814907	57040597	40065336	76921504
C02876	6384999	5466588	6296343	5055646	32473949	5878977	5634494	5607377	37012106	30358318	5534398	5994825	24183580	32146947	5563189	24612710	17694850	19575614	5298017	16227462	5438080	13702557	5210372	5516568	4763380	15374322	29378053	23740882	25040638	46625205
C02431	17447042	11451218	41205880	9984772	16742775	5251718	4934335	5215954	5224323	9436883	10954076	37922970	3588841	12600421	14277952	3714575	3951615	9951178	4134482	14463377	11228506	5146905	5712122	11088673	7262109	11703749	10005122	5985135	6215556	7206773
C00191	36668812	33976158	22317803	27782231	34689863	47024974	26193012	30215242	26728442	7947563	21758351	47804578	63389087	7812013	27496269	6988013	32852595	24995403	20640048	28179876	6787444	7867393	89217671	7196700	7544485	30146193	54776698	44164968	25223843	30917712
C01132	45124521	46001687	45559870	55912096	47827869	28665017	22246737	6230549	23740703	27126060	54908846	56101310	49740289	55555708	68199932	37425593	25323454	27112069	37232866	28803857	58897302	33217367	31363196	30783533	57891624	38786554	36908272	31808689	42944641	73440223
C01732	45740610	46580770	46431751	50552688	50123908	254644073	242134082	237285524	242567532	236042137	91712587	94472687	91130918	84072875	98463029	300475927	298868171	292410940	280117110	281528530	175989000	165858935	168115840	167713591	172084897	28716656	30857945	27377230	26402895	33639699
C00227	3162385092	800940473	1669398969	3263229293	544429409	319734622	676220552	784291335	1904455983	3202999079	773342385	3170376816	3416733270	792596488	794455033	3384447347	775647249	3202282844	3395851492	1884946973	783011625	785066079	782876504	796605994	807969231	817789404	589673424	841426006	857195836	3609949496
C00392	57423445	55599380	55845866	52006202	57379977	138231548	147127664	141602614	133130890	128940810	153089502	179436319	179355041	176477603	180279060	207044138	195787303	195542999	209937434	197203006	684890560	607259291	748666224	718022074	738788067	2121945644	1457180048	1455830843	2114703111	2302197963
C01151	16571681	17623022	16506006	17751266	18781433	14433164	14821587	15528943	15304022	16764039	16689419	16513105	15840265	15986302	15172260	16784591	15137427	15360645	15034966	15501951	15079606	15121280	12772875	15427254	13978401	16083301	15901521	14917150	12875131	15784983
C00257	154760003	128730563	189053176	127505621	124617228	155726406	141980815	124368865	137040078	149526926	38961718	31140969	28861591	41070194	36733042	43061400	39049368	44271594	48692767	39645910	176730391	130569409	182610319	183152478	155995028	28512498	14852197	41215926	47331545	32370471
C00741	13043169	13406697	12296166	15925908	11593088	10043991	6196256	8283389	2113847	9079744	2288347	2686463	8893667	2238775	16135262	14997960	21889843	19992589	16829285	13625837	12133729	12341923	12690833	14376583	10900731	27343865	27085286	24067090	26161896	23242465
