c_number	entry	name	definition
C00236	M00001	Glycolysis_Embden_Meyerhof_pathway_glucose_pyruvate	K00844;K12407;K00845;K25026;K00886;K08074;K00918;K01810;K06859;K13810;K15916;K00850;K16370;K21071;K00918;K01623;K01624;K11645;K16305;K16306;K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00074	M00001	Glycolysis_Embden_Meyerhof_pathway_glucose_pyruvate	K00844;K12407;K00845;K25026;K00886;K08074;K00918;K01810;K06859;K13810;K15916;K00850;K16370;K21071;K00918;K01623;K01624;K11645;K16305;K16306;K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00022	M00001	Glycolysis_Embden_Meyerhof_pathway_glucose_pyruvate	K00844;K12407;K00845;K25026;K00886;K08074;K00918;K01810;K06859;K13810;K15916;K00850;K16370;K21071;K00918;K01623;K01624;K11645;K16305;K16306;K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00197	M00001	Glycolysis_Embden_Meyerhof_pathway_glucose_pyruvate	K00844;K12407;K00845;K25026;K00886;K08074;K00918;K01810;K06859;K13810;K15916;K00850;K16370;K21071;K00918;K01623;K01624;K11645;K16305;K16306;K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00631	M00001	Glycolysis_Embden_Meyerhof_pathway_glucose_pyruvate	K00844;K12407;K00845;K25026;K00886;K08074;K00918;K01810;K06859;K13810;K15916;K00850;K16370;K21071;K00918;K01623;K01624;K11645;K16305;K16306;K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00354	M00001	Glycolysis_Embden_Meyerhof_pathway_glucose_pyruvate	K00844;K12407;K00845;K25026;K00886;K08074;K00918;K01810;K06859;K13810;K15916;K00850;K16370;K21071;K00918;K01623;K01624;K11645;K16305;K16306;K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00118	M00001	Glycolysis_Embden_Meyerhof_pathway_glucose_pyruvate	K00844;K12407;K00845;K25026;K00886;K08074;K00918;K01810;K06859;K13810;K15916;K00850;K16370;K21071;K00918;K01623;K01624;K11645;K16305;K16306;K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00267	M00001	Glycolysis_Embden_Meyerhof_pathway_glucose_pyruvate	K00844;K12407;K00845;K25026;K00886;K08074;K00918;K01810;K06859;K13810;K15916;K00850;K16370;K21071;K00918;K01623;K01624;K11645;K16305;K16306;K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00085	M00001	Glycolysis_Embden_Meyerhof_pathway_glucose_pyruvate	K00844;K12407;K00845;K25026;K00886;K08074;K00918;K01810;K06859;K13810;K15916;K00850;K16370;K21071;K00918;K01623;K01624;K11645;K16305;K16306;K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00111	M00001	Glycolysis_Embden_Meyerhof_pathway_glucose_pyruvate	K00844;K12407;K00845;K25026;K00886;K08074;K00918;K01810;K06859;K13810;K15916;K00850;K16370;K21071;K00918;K01623;K01624;K11645;K16305;K16306;K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00668	M00001	Glycolysis_Embden_Meyerhof_pathway_glucose_pyruvate	K00844;K12407;K00845;K25026;K00886;K08074;K00918;K01810;K06859;K13810;K15916;K00850;K16370;K21071;K00918;K01623;K01624;K11645;K16305;K16306;K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00236	M00002	Glycolysis_core_module_involving_three_carbon_compounds	K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00074	M00002	Glycolysis_core_module_involving_three_carbon_compounds	K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00022	M00002	Glycolysis_core_module_involving_three_carbon_compounds	K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00197	M00002	Glycolysis_core_module_involving_three_carbon_compounds	K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00631	M00002	Glycolysis_core_module_involving_three_carbon_compounds	K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00118	M00002	Glycolysis_core_module_involving_three_carbon_compounds	K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00111	M00002	Glycolysis_core_module_involving_three_carbon_compounds	K01803;K00134;K00150;K00927;K11389;K01834;K15633;K15634;K15635;K01689;K00873;K12406
C00036	M00003	Gluconeogenesis_oxaloacetate_fructose_6P	K01596;K01610;K01689;K01834;K15633;K15634;K15635;K00927;K00134;K00150;K01803;K01623;K01624;K11645;K03841;K02446;K11532;K01086;K04041;K01622
C00074	M00003	Gluconeogenesis_oxaloacetate_fructose_6P	K01596;K01610;K01689;K01834;K15633;K15634;K15635;K00927;K00134;K00150;K01803;K01623;K01624;K11645;K03841;K02446;K11532;K01086;K04041;K01622
C00236	M00003	Gluconeogenesis_oxaloacetate_fructose_6P	K01596;K01610;K01689;K01834;K15633;K15634;K15635;K00927;K00134;K00150;K01803;K01623;K01624;K11645;K03841;K02446;K11532;K01086;K04041;K01622
C00197	M00003	Gluconeogenesis_oxaloacetate_fructose_6P	K01596;K01610;K01689;K01834;K15633;K15634;K15635;K00927;K00134;K00150;K01803;K01623;K01624;K11645;K03841;K02446;K11532;K01086;K04041;K01622
C00631	M00003	Gluconeogenesis_oxaloacetate_fructose_6P	K01596;K01610;K01689;K01834;K15633;K15634;K15635;K00927;K00134;K00150;K01803;K01623;K01624;K11645;K03841;K02446;K11532;K01086;K04041;K01622
C00118	M00003	Gluconeogenesis_oxaloacetate_fructose_6P	K01596;K01610;K01689;K01834;K15633;K15634;K15635;K00927;K00134;K00150;K01803;K01623;K01624;K11645;K03841;K02446;K11532;K01086;K04041;K01622
C00354	M00003	Gluconeogenesis_oxaloacetate_fructose_6P	K01596;K01610;K01689;K01834;K15633;K15634;K15635;K00927;K00134;K00150;K01803;K01623;K01624;K11645;K03841;K02446;K11532;K01086;K04041;K01622
C00085	M00003	Gluconeogenesis_oxaloacetate_fructose_6P	K01596;K01610;K01689;K01834;K15633;K15634;K15635;K00927;K00134;K00150;K01803;K01623;K01624;K11645;K03841;K02446;K11532;K01086;K04041;K01622
C00111	M00003	Gluconeogenesis_oxaloacetate_fructose_6P	K01596;K01610;K01689;K01834;K15633;K15634;K15635;K00927;K00134;K00150;K01803;K01623;K01624;K11645;K03841;K02446;K11532;K01086;K04041;K01622
C00345	M00004	Pentose_phosphate_pathway_Pentose_phosphate_cycle	K13937;K00036;K19243;K01057;K07404;K00033;K01783;K01807;K01808;K00615;K00616;K01810;K06859;K15916;K13810
C05382	M00004	Pentose_phosphate_pathway_Pentose_phosphate_cycle	K13937;K00036;K19243;K01057;K07404;K00033;K01783;K01807;K01808;K00615;K00616;K01810;K06859;K15916;K13810
C00279	M00004	Pentose_phosphate_pathway_Pentose_phosphate_cycle	K13937;K00036;K19243;K01057;K07404;K00033;K01783;K01807;K01808;K00615;K00616;K01810;K06859;K15916;K13810
C01236	M00004	Pentose_phosphate_pathway_Pentose_phosphate_cycle	K13937;K00036;K19243;K01057;K07404;K00033;K01783;K01807;K01808;K00615;K00616;K01810;K06859;K15916;K13810
C00231	M00004	Pentose_phosphate_pathway_Pentose_phosphate_cycle	K13937;K00036;K19243;K01057;K07404;K00033;K01783;K01807;K01808;K00615;K00616;K01810;K06859;K15916;K13810
C00118	M00004	Pentose_phosphate_pathway_Pentose_phosphate_cycle	K13937;K00036;K19243;K01057;K07404;K00033;K01783;K01807;K01808;K00615;K00616;K01810;K06859;K15916;K13810
C00085	M00004	Pentose_phosphate_pathway_Pentose_phosphate_cycle	K13937;K00036;K19243;K01057;K07404;K00033;K01783;K01807;K01808;K00615;K00616;K01810;K06859;K15916;K13810
C00199	M00004	Pentose_phosphate_pathway_Pentose_phosphate_cycle	K13937;K00036;K19243;K01057;K07404;K00033;K01783;K01807;K01808;K00615;K00616;K01810;K06859;K15916;K13810
C00668	M00004	Pentose_phosphate_pathway_Pentose_phosphate_cycle	K13937;K00036;K19243;K01057;K07404;K00033;K01783;K01807;K01808;K00615;K00616;K01810;K06859;K15916;K13810
C00117	M00004	Pentose_phosphate_pathway_Pentose_phosphate_cycle	K13937;K00036;K19243;K01057;K07404;K00033;K01783;K01807;K01808;K00615;K00616;K01810;K06859;K15916;K13810
C01172	M00004	Pentose_phosphate_pathway_Pentose_phosphate_cycle	K13937;K00036;K19243;K01057;K07404;K00033;K01783;K01807;K01808;K00615;K00616;K01810;K06859;K15916;K13810
C00117	M00005	PRPP_biosynthesis_ribose_5P_PRPP	K00948
C00119	M00005	PRPP_biosynthesis_ribose_5P_PRPP	K00948
C01236	M00006	Pentose_phosphate_pathway_oxidative_phase_glucose_6P_ribulose_5P	K13937;K00036;K19243;K01057;K07404;K00033
C00345	M00006	Pentose_phosphate_pathway_oxidative_phase_glucose_6P_ribulose_5P	K13937;K00036;K19243;K01057;K07404;K00033
C01172	M00006	Pentose_phosphate_pathway_oxidative_phase_glucose_6P_ribulose_5P	K13937;K00036;K19243;K01057;K07404;K00033
C00199	M00006	Pentose_phosphate_pathway_oxidative_phase_glucose_6P_ribulose_5P	K13937;K00036;K19243;K01057;K07404;K00033
C05382	M00007	Pentose_phosphate_pathway_non_oxidative_phase_fructose_6P_ribose_5P	K00615;K00616;K13810;K01783;K01807;K01808
C00279	M00007	Pentose_phosphate_pathway_non_oxidative_phase_fructose_6P_ribose_5P	K00615;K00616;K13810;K01783;K01807;K01808
C00231	M00007	Pentose_phosphate_pathway_non_oxidative_phase_fructose_6P_ribose_5P	K00615;K00616;K13810;K01783;K01807;K01808
C00118	M00007	Pentose_phosphate_pathway_non_oxidative_phase_fructose_6P_ribose_5P	K00615;K00616;K13810;K01783;K01807;K01808
C00085	M00007	Pentose_phosphate_pathway_non_oxidative_phase_fructose_6P_ribose_5P	K00615;K00616;K13810;K01783;K01807;K01808
C00199	M00007	Pentose_phosphate_pathway_non_oxidative_phase_fructose_6P_ribose_5P	K00615;K00616;K13810;K01783;K01807;K01808
C00117	M00007	Pentose_phosphate_pathway_non_oxidative_phase_fructose_6P_ribose_5P	K00615;K00616;K13810;K01783;K01807;K01808
C00345	M00008	Entner_Doudoroff_pathway_glucose_6P_glyceraldehyde_3P_pyruvate	K00036;K01057;K07404;K01690;K01625
C00022	M00008	Entner_Doudoroff_pathway_glucose_6P_glyceraldehyde_3P_pyruvate	K00036;K01057;K07404;K01690;K01625
C01236	M00008	Entner_Doudoroff_pathway_glucose_6P_glyceraldehyde_3P_pyruvate	K00036;K01057;K07404;K01690;K01625
C00118	M00008	Entner_Doudoroff_pathway_glucose_6P_glyceraldehyde_3P_pyruvate	K00036;K01057;K07404;K01690;K01625
C01172	M00008	Entner_Doudoroff_pathway_glucose_6P_glyceraldehyde_3P_pyruvate	K00036;K01057;K07404;K01690;K01625
C04442	M00008	Entner_Doudoroff_pathway_glucose_6P_glyceraldehyde_3P_pyruvate	K00036;K01057;K07404;K01690;K01625
C00036	M00009	Citrate_cycle_TCA_cycle_Krebs_cycle	K01647;K05942;K01681;K01682;K00031;K00030;K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C16254	M00009	Citrate_cycle_TCA_cycle_Krebs_cycle	K01647;K05942;K01681;K01682;K00031;K00030;K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00026	M00009	Citrate_cycle_TCA_cycle_Krebs_cycle	K01647;K05942;K01681;K01682;K00031;K00030;K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C15972	M00009	Citrate_cycle_TCA_cycle_Krebs_cycle	K01647;K05942;K01681;K01682;K00031;K00030;K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00122	M00009	Citrate_cycle_TCA_cycle_Krebs_cycle	K01647;K05942;K01681;K01682;K00031;K00030;K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C15973	M00009	Citrate_cycle_TCA_cycle_Krebs_cycle	K01647;K05942;K01681;K01682;K00031;K00030;K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00158	M00009	Citrate_cycle_TCA_cycle_Krebs_cycle	K01647;K05942;K01681;K01682;K00031;K00030;K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00091	M00009	Citrate_cycle_TCA_cycle_Krebs_cycle	K01647;K05942;K01681;K01682;K00031;K00030;K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00149	M00009	Citrate_cycle_TCA_cycle_Krebs_cycle	K01647;K05942;K01681;K01682;K00031;K00030;K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00042	M00009	Citrate_cycle_TCA_cycle_Krebs_cycle	K01647;K05942;K01681;K01682;K00031;K00030;K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00024	M00009	Citrate_cycle_TCA_cycle_Krebs_cycle	K01647;K05942;K01681;K01682;K00031;K00030;K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00311	M00009	Citrate_cycle_TCA_cycle_Krebs_cycle	K01647;K05942;K01681;K01682;K00031;K00030;K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00036	M00010	Citrate_cycle_first_carbon_oxidation_oxaloacetate_2_oxoglutarate	K01647;K05942;K01681;K01682;K00031;K00030
C00026	M00010	Citrate_cycle_first_carbon_oxidation_oxaloacetate_2_oxoglutarate	K01647;K05942;K01681;K01682;K00031;K00030
C00158	M00010	Citrate_cycle_first_carbon_oxidation_oxaloacetate_2_oxoglutarate	K01647;K05942;K01681;K01682;K00031;K00030
C00024	M00010	Citrate_cycle_first_carbon_oxidation_oxaloacetate_2_oxoglutarate	K01647;K05942;K01681;K01682;K00031;K00030
C00311	M00010	Citrate_cycle_first_carbon_oxidation_oxaloacetate_2_oxoglutarate	K01647;K05942;K01681;K01682;K00031;K00030
C00036	M00011	Citrate_cycle_second_carbon_oxidation_2_oxoglutarate_oxaloacetate	K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C16254	M00011	Citrate_cycle_second_carbon_oxidation_2_oxoglutarate_oxaloacetate	K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00026	M00011	Citrate_cycle_second_carbon_oxidation_2_oxoglutarate_oxaloacetate	K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C15972	M00011	Citrate_cycle_second_carbon_oxidation_2_oxoglutarate_oxaloacetate	K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00122	M00011	Citrate_cycle_second_carbon_oxidation_2_oxoglutarate_oxaloacetate	K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C15973	M00011	Citrate_cycle_second_carbon_oxidation_2_oxoglutarate_oxaloacetate	K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00091	M00011	Citrate_cycle_second_carbon_oxidation_2_oxoglutarate_oxaloacetate	K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00149	M00011	Citrate_cycle_second_carbon_oxidation_2_oxoglutarate_oxaloacetate	K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00042	M00011	Citrate_cycle_second_carbon_oxidation_2_oxoglutarate_oxaloacetate	K00164;K00658;K01616;K00382;K00174;K00175;K00177;K00176;K01902;K01903;K01899;K01900;K18118;K00234;K00235;K00236;K00237;K25801;K00239;K00240;K00241;K00242;K18859;K18860;K00244;K00245;K00246;K00247;K01676;K01679;K01677;K01678;K00026;K00025;K00024;K00116
C00036	M00012	Glyoxylate_cycle	K01647;K01681;K01682;K01637;K01638;K19282;K00026;K00025;K00024
C00048	M00012	Glyoxylate_cycle	K01647;K01681;K01682;K01637;K01638;K19282;K00026;K00025;K00024
C00158	M00012	Glyoxylate_cycle	K01647;K01681;K01682;K01637;K01638;K19282;K00026;K00025;K00024
C00417	M00012	Glyoxylate_cycle	K01647;K01681;K01682;K01637;K01638;K19282;K00026;K00025;K00024
C00149	M00012	Glyoxylate_cycle	K01647;K01681;K01682;K01637;K01638;K19282;K00026;K00025;K00024
C00024	M00012	Glyoxylate_cycle	K01647;K01681;K01682;K01637;K01638;K19282;K00026;K00025;K00024
C00311	M00012	Glyoxylate_cycle	K01647;K01681;K01682;K01637;K01638;K19282;K00026;K00025;K00024
C00100	M00013	Malonate_semialdehyde_pathway_propanoyl_CoA_acetyl_CoA	K00248;K00232;K07511;K14729;K05605;K23146;K00140
C00894	M00013	Malonate_semialdehyde_pathway_propanoyl_CoA_acetyl_CoA	K00248;K00232;K07511;K14729;K05605;K23146;K00140
C01013	M00013	Malonate_semialdehyde_pathway_propanoyl_CoA_acetyl_CoA	K00248;K00232;K07511;K14729;K05605;K23146;K00140
C05668	M00013	Malonate_semialdehyde_pathway_propanoyl_CoA_acetyl_CoA	K00248;K00232;K07511;K14729;K05605;K23146;K00140
C00222	M00013	Malonate_semialdehyde_pathway_propanoyl_CoA_acetyl_CoA	K00248;K00232;K07511;K14729;K05605;K23146;K00140
C00024	M00013	Malonate_semialdehyde_pathway_propanoyl_CoA_acetyl_CoA	K00248;K00232;K07511;K14729;K05605;K23146;K00140
C00800	M00014	Glucuronate_pathway_uronate_pathway	K00012;K12447;K16190;K00699;K01195;K14756;K00002;K13247;K03331;K05351;K00008;K00854
C00312	M00014	Glucuronate_pathway_uronate_pathway	K00012;K12447;K16190;K00699;K01195;K14756;K00002;K13247;K03331;K05351;K00008;K00854
C00231	M00014	Glucuronate_pathway_uronate_pathway	K00012;K12447;K16190;K00699;K01195;K14756;K00002;K13247;K03331;K05351;K00008;K00854
C00029	M00014	Glucuronate_pathway_uronate_pathway	K00012;K12447;K16190;K00699;K01195;K14756;K00002;K13247;K03331;K05351;K00008;K00854
C00167	M00014	Glucuronate_pathway_uronate_pathway	K00012;K12447;K16190;K00699;K01195;K14756;K00002;K13247;K03331;K05351;K00008;K00854
C05385	M00014	Glucuronate_pathway_uronate_pathway	K00012;K12447;K16190;K00699;K01195;K14756;K00002;K13247;K03331;K05351;K00008;K00854
C00191	M00014	Glucuronate_pathway_uronate_pathway	K00012;K12447;K16190;K00699;K01195;K14756;K00002;K13247;K03331;K05351;K00008;K00854
C00379	M00014	Glucuronate_pathway_uronate_pathway	K00012;K12447;K16190;K00699;K01195;K14756;K00002;K13247;K03331;K05351;K00008;K00854
C00618	M00014	Glucuronate_pathway_uronate_pathway	K00012;K12447;K16190;K00699;K01195;K14756;K00002;K13247;K03331;K05351;K00008;K00854
C03033	M00014	Glucuronate_pathway_uronate_pathway	K00012;K12447;K16190;K00699;K01195;K14756;K00002;K13247;K03331;K05351;K00008;K00854
C00310	M00014	Glucuronate_pathway_uronate_pathway	K00012;K12447;K16190;K00699;K01195;K14756;K00002;K13247;K03331;K05351;K00008;K00854
C00077	M00015	Proline_biosynthesis_glutamate_proline	K00931;K00147;K12657;K00286
C00025	M00015	Proline_biosynthesis_glutamate_proline	K00931;K00147;K12657;K00286
C03287	M00015	Proline_biosynthesis_glutamate_proline	K00931;K00147;K12657;K00286
C03912	M00015	Proline_biosynthesis_glutamate_proline	K00931;K00147;K12657;K00286
C00148	M00015	Proline_biosynthesis_glutamate_proline	K00931;K00147;K12657;K00286
C01165	M00015	Proline_biosynthesis_glutamate_proline	K00931;K00147;K12657;K00286
C00680	M00016	Lysine_biosynthesis_succinyl_DAP_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K00674;K00821;K14267;K01439;K01778;K01586;K12526
C00666	M00016	Lysine_biosynthesis_succinyl_DAP_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K00674;K00821;K14267;K01439;K01778;K01586;K12526
C03972	M00016	Lysine_biosynthesis_succinyl_DAP_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K00674;K00821;K14267;K01439;K01778;K01586;K12526
C00047	M00016	Lysine_biosynthesis_succinyl_DAP_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K00674;K00821;K14267;K01439;K01778;K01586;K12526
C03082	M00016	Lysine_biosynthesis_succinyl_DAP_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K00674;K00821;K14267;K01439;K01778;K01586;K12526
C04421	M00016	Lysine_biosynthesis_succinyl_DAP_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K00674;K00821;K14267;K01439;K01778;K01586;K12526
C04462	M00016	Lysine_biosynthesis_succinyl_DAP_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K00674;K00821;K14267;K01439;K01778;K01586;K12526
C00049	M00016	Lysine_biosynthesis_succinyl_DAP_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K00674;K00821;K14267;K01439;K01778;K01586;K12526
C20258	M00016	Lysine_biosynthesis_succinyl_DAP_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K00674;K00821;K14267;K01439;K01778;K01586;K12526
C00441	M00016	Lysine_biosynthesis_succinyl_DAP_pathway_aspartate_lysine	K00928;K12524;K12525;K12526;K00133;K01714;K00215;K00674;K00821;K14267;K01439;K01778;K01586;K12526
C00073	M00017	Methionine_biosynthesis_aspartate_homoserine_methionine	K00928;K12524;K12525;K00133;K00003;K12524;K12525;K00651;K00641;K01739;K01760;K14155;K00548;K24042;K00549
C03082	M00017	Methionine_biosynthesis_aspartate_homoserine_methionine	K00928;K12524;K12525;K00133;K00003;K12524;K12525;K00651;K00641;K01739;K01760;K14155;K00548;K24042;K00549
C00263	M00017	Methionine_biosynthesis_aspartate_homoserine_methionine	K00928;K12524;K12525;K00133;K00003;K12524;K12525;K00651;K00641;K01739;K01760;K14155;K00548;K24042;K00549
C01118	M00017	Methionine_biosynthesis_aspartate_homoserine_methionine	K00928;K12524;K12525;K00133;K00003;K12524;K12525;K00651;K00641;K01739;K01760;K14155;K00548;K24042;K00549
C00155	M00017	Methionine_biosynthesis_aspartate_homoserine_methionine	K00928;K12524;K12525;K00133;K00003;K12524;K12525;K00651;K00641;K01739;K01760;K14155;K00548;K24042;K00549
C00049	M00017	Methionine_biosynthesis_aspartate_homoserine_methionine	K00928;K12524;K12525;K00133;K00003;K12524;K12525;K00651;K00641;K01739;K01760;K14155;K00548;K24042;K00549
C02291	M00017	Methionine_biosynthesis_aspartate_homoserine_methionine	K00928;K12524;K12525;K00133;K00003;K12524;K12525;K00651;K00641;K01739;K01760;K14155;K00548;K24042;K00549
C00441	M00017	Methionine_biosynthesis_aspartate_homoserine_methionine	K00928;K12524;K12525;K00133;K00003;K12524;K12525;K00651;K00641;K01739;K01760;K14155;K00548;K24042;K00549
C01102	M00018	Threonine_biosynthesis_aspartate_homoserine_threonine	K00928;K12524;K12525;K12526;K00133;K00003;K12524;K12525;K00872;K02204;K02203;K01733
