c_number	entry	name	definition
C15810	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP	K03148;K03154;K03151;K03150;K03149;K03147;K00941;K00788;K14153;K21219;K00946
C20246	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP	K03148;K03154;K03151;K03150;K03149;K03147;K00941;K00788;K14153;K21219;K00946
C04556	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP	K03148;K03154;K03151;K03150;K03149;K03147;K00941;K00788;K14153;K21219;K00946
C15809	M00127	Thiamine_biosynthesis_prokaryotes_AIR_DXP_tyrosine_TMP_TPP	K03148;K03154;K03151;K03150;K03149;K03147;K00941;K00788;K14153;K21219;K00946
C05848	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol	K06125;K06126;K00591;K06127;K06134;K00591
C21860	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol	K06125;K06126;K00591;K06127;K06134;K00591
C00390	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol	K06125;K06126;K00591;K06127;K06134;K00591
C17559	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol	K06125;K06126;K00591;K06127;K06134;K00591
C19858	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol	K06125;K06126;K00591;K06127;K06134;K00591
C17552	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol	K06125;K06126;K00591;K06127;K06134;K00591
C00156	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol	K06125;K06126;K00591;K06127;K06134;K00591
C05847	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol	K06125;K06126;K00591;K06127;K06134;K00591
C17554	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol	K06125;K06126;K00591;K06127;K06134;K00591
C19859	M00128	Ubiquinone_biosynthesis_eukaryotes_4_hydroxybenzoate_polyprenyl_PP_ubiquinol	K06125;K06126;K00591;K06127;K06134;K00591
C00072	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate	K00963;K00012;K00699;K01195;K00002;K01053;K00103
C00800	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate	K00963;K00012;K00699;K01195;K00002;K01053;K00103
C00029	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate	K00963;K00012;K00699;K01195;K00002;K01053;K00103
C00167	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate	K00963;K00012;K00699;K01195;K00002;K01053;K00103
C00191	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate	K00963;K00012;K00699;K01195;K00002;K01053;K00103
C00103	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate	K00963;K00012;K00699;K01195;K00002;K01053;K00103
C03033	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate	K00963;K00012;K00699;K01195;K00002;K01053;K00103
C01040	M00129	Ascorbate_biosynthesis_animals_glucose_1P_ascorbate	K00963;K00012;K00699;K01195;K00002;K01053;K00103
C04637	M00130	Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4	K00888;K19801;K13711;K00889;K13712;K01116;K05857;K05858;K05859;K05860;K05861;K00911
C01272	M00130	Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4	K00888;K19801;K13711;K00889;K13712;K01116;K05857;K05858;K05859;K05860;K05861;K00911
C01277	M00130	Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4	K00888;K19801;K13711;K00889;K13712;K01116;K05857;K05858;K05859;K05860;K05861;K00911
C01245	M00130	Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4	K00888;K19801;K13711;K00889;K13712;K01116;K05857;K05858;K05859;K05860;K05861;K00911
C01194	M00130	Inositol_phosphate_metabolism_PI_PIP2_Ins_1_4_5_P3_Ins_1_3_4_5_P4	K00888;K19801;K13711;K00889;K13712;K01116;K05857;K05858;K05859;K05860;K05861;K00911
C00137	M00131	Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol	K01106;K01107;K01109;K01092
C01272	M00131	Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol	K01106;K01107;K01109;K01092
C01243	M00131	Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol	K01106;K01107;K01109;K01092
C04006	M00131	Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol	K01106;K01107;K01109;K01092
C04063	M00131	Inositol_phosphate_metabolism_Ins_1_3_4_5_P4_Ins_1_3_4_P3_myo_inositol	K01106;K01107;K01109;K01092
C01204	M00132	Inositol_phosphate_metabolism_Ins_1_3_4_P3_phytate	K00913;K01765;K00915;K10572
C01284	M00132	Inositol_phosphate_metabolism_Ins_1_3_4_P3_phytate	K00913;K01765;K00915;K10572
C01243	M00132	Inositol_phosphate_metabolism_Ins_1_3_4_P3_phytate	K00913;K01765;K00915;K10572
C04477	M00132	Inositol_phosphate_metabolism_Ins_1_3_4_P3_phytate	K00913;K01765;K00915;K10572
C00062	M00133	Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine	K01583;K01584;K01585;K02626;K01480;K01611;K00797
C00315	M00133	Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine	K01583;K01584;K01585;K02626;K01480;K01611;K00797
C01137	M00133	Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine	K01583;K01584;K01585;K02626;K01480;K01611;K00797
C00019	M00133	Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine	K01583;K01584;K01585;K02626;K01480;K01611;K00797
C00179	M00133	Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine	K01583;K01584;K01585;K02626;K01480;K01611;K00797
C00134	M00133	Polyamine_biosynthesis_arginine_agmatine_putrescine_spermidine	K01583;K01584;K01585;K02626;K01480;K01611;K00797
C00077	M00134	Polyamine_biosynthesis_arginine_ornithine_putrescine	K01476;K01581
C00062	M00134	Polyamine_biosynthesis_arginine_ornithine_putrescine	K01476;K01581
C00134	M00134	Polyamine_biosynthesis_arginine_ornithine_putrescine	K01476;K01581
C00334	M00135	GABA_biosynthesis_eukaryotes_putrescine_GABA	K00657;K00274;K00128;K14085;K00149
C02946	M00135	GABA_biosynthesis_eukaryotes_putrescine_GABA	K00657;K00274;K00128;K14085;K00149
C02714	M00135	GABA_biosynthesis_eukaryotes_putrescine_GABA	K00657;K00274;K00128;K14085;K00149
C05936	M00135	GABA_biosynthesis_eukaryotes_putrescine_GABA	K00657;K00274;K00128;K14085;K00149
C00134	M00135	GABA_biosynthesis_eukaryotes_putrescine_GABA	K00657;K00274;K00128;K14085;K00149
C15767	M00136	GABA_biosynthesis_prokaryotes_putrescine_GABA	K09470;K09471;K09472;K09473
C00334	M00136	GABA_biosynthesis_prokaryotes_putrescine_GABA	K09470;K09471;K09472;K09473
C15699	M00136	GABA_biosynthesis_prokaryotes_putrescine_GABA	K09470;K09471;K09472;K09473
C15700	M00136	GABA_biosynthesis_prokaryotes_putrescine_GABA	K09470;K09471;K09472;K09473
C00134	M00136	GABA_biosynthesis_prokaryotes_putrescine_GABA	K09470;K09471;K09472;K09473
C00079	M00137	Flavanone_biosynthesis_phenylalanine_naringenin	K10775;K00487;K01904;K00660;K01859
C00423	M00137	Flavanone_biosynthesis_phenylalanine_naringenin	K10775;K00487;K01904;K00660;K01859
C00223	M00137	Flavanone_biosynthesis_phenylalanine_naringenin	K10775;K00487;K01904;K00660;K01859
C00811	M00137	Flavanone_biosynthesis_phenylalanine_naringenin	K10775;K00487;K01904;K00660;K01859
C06561	M00137	Flavanone_biosynthesis_phenylalanine_naringenin	K10775;K00487;K01904;K00660;K01859
C00509	M00137	Flavanone_biosynthesis_phenylalanine_naringenin	K10775;K00487;K01904;K00660;K01859
C00974	M00138	Flavonoid_biosynthesis_naringenin_pelargonidin	K00475;K13082;K05277
C05904	M00138	Flavonoid_biosynthesis_naringenin_pelargonidin	K00475;K13082;K05277
C03648	M00138	Flavonoid_biosynthesis_naringenin_pelargonidin	K00475;K13082;K05277
C00509	M00138	Flavonoid_biosynthesis_naringenin_pelargonidin	K00475;K13082;K05277
C00143	M00140	C1_unit_interconversion_prokaryotes	K00600;K01491;K00300;K01500;K01938
C00101	M00140	C1_unit_interconversion_prokaryotes	K00600;K01491;K00300;K01500;K01938
C00445	M00140	C1_unit_interconversion_prokaryotes	K00600;K01491;K00300;K01500;K01938
C00234	M00140	C1_unit_interconversion_prokaryotes	K00600;K01491;K00300;K01500;K01938
C00143	M00141	C1_unit_interconversion_eukaryotes	K00600;K00288;K13403;K13402
C00101	M00141	C1_unit_interconversion_eukaryotes	K00600;K00288;K13403;K13402
C00445	M00141	C1_unit_interconversion_eukaryotes	K00600;K00288;K13403;K13402
C00234	M00141	C1_unit_interconversion_eukaryotes	K00600;K00288;K13403;K13402
C00399	M00142	NADH_ubiquinone_oxidoreductase_mitochondria	K03878;K03879;K03880;K03881;K03882;K03883;K03884
C00390	M00142	NADH_ubiquinone_oxidoreductase_mitochondria	K03878;K03879;K03880;K03881;K03882;K03883;K03884
C00080	M00142	NADH_ubiquinone_oxidoreductase_mitochondria	K03878;K03879;K03880;K03881;K03882;K03883;K03884
C00004	M00142	NADH_ubiquinone_oxidoreductase_mitochondria	K03878;K03879;K03880;K03881;K03882;K03883;K03884
C00003	M00142	NADH_ubiquinone_oxidoreductase_mitochondria	K03878;K03879;K03880;K03881;K03882;K03883;K03884
C00399	M00143	NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria	K03934;K03935;K03936;K03937;K03938;K03939;K03940;K03941;K03942;K03943;K03944
C00390	M00143	NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria	K03934;K03935;K03936;K03937;K03938;K03939;K03940;K03941;K03942;K03943;K03944
C00080	M00143	NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria	K03934;K03935;K03936;K03937;K03938;K03939;K03940;K03941;K03942;K03943;K03944
C00004	M00143	NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria	K03934;K03935;K03936;K03937;K03938;K03939;K03940;K03941;K03942;K03943;K03944
C00003	M00143	NADH_dehydrogenase_ubiquinone_Fe_S_protein_flavoprotein_complex_mitochondria	K03934;K03935;K03936;K03937;K03938;K03939;K03940;K03941;K03942;K03943;K03944
C00399	M00144	NADH_quinone_oxidoreductase_prokaryotes	K00330;K00331;K00332;K00333;K00331;K13378;K13380;K00334;K00335;K00336;K00337;K00338;K00339;K00340;K00341;K00342;K00343
C00390	M00144	NADH_quinone_oxidoreductase_prokaryotes	K00330;K00331;K00332;K00333;K00331;K13378;K13380;K00334;K00335;K00336;K00337;K00338;K00339;K00340;K00341;K00342;K00343
C00080	M00144	NADH_quinone_oxidoreductase_prokaryotes	K00330;K00331;K00332;K00333;K00331;K13378;K13380;K00334;K00335;K00336;K00337;K00338;K00339;K00340;K00341;K00342;K00343
C00004	M00144	NADH_quinone_oxidoreductase_prokaryotes	K00330;K00331;K00332;K00333;K00331;K13378;K13380;K00334;K00335;K00336;K00337;K00338;K00339;K00340;K00341;K00342;K00343
C00003	M00144	NADH_quinone_oxidoreductase_prokaryotes	K00330;K00331;K00332;K00333;K00331;K13378;K13380;K00334;K00335;K00336;K00337;K00338;K00339;K00340;K00341;K00342;K00343
C00399	M00145	NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria	K05574;K05582;K05581;K05579;K05572;K05580;K05578;K05576;K05577;K05575;K05573;K05583;K05584;K05585
C00390	M00145	NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria	K05574;K05582;K05581;K05579;K05572;K05580;K05578;K05576;K05577;K05575;K05573;K05583;K05584;K05585
C00080	M00145	NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria	K05574;K05582;K05581;K05579;K05572;K05580;K05578;K05576;K05577;K05575;K05573;K05583;K05584;K05585
C00004	M00145	NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria	K05574;K05582;K05581;K05579;K05572;K05580;K05578;K05576;K05577;K05575;K05573;K05583;K05584;K05585
C00003	M00145	NAD_P_H_quinone_oxidoreductase_chloroplasts_and_cyanobacteria	K05574;K05582;K05581;K05579;K05572;K05580;K05578;K05576;K05577;K05575;K05573;K05583;K05584;K05585
C00399	M00146	NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex	K03945;K03946;K03947;K03948;K03949;K03950;K03951;K03952;K03953;K03954;K03955;K03956;K11352;K11353
C00390	M00146	NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex	K03945;K03946;K03947;K03948;K03949;K03950;K03951;K03952;K03953;K03954;K03955;K03956;K11352;K11353
C00080	M00146	NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex	K03945;K03946;K03947;K03948;K03949;K03950;K03951;K03952;K03953;K03954;K03955;K03956;K11352;K11353
C00004	M00146	NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex	K03945;K03946;K03947;K03948;K03949;K03950;K03951;K03952;K03953;K03954;K03955;K03956;K11352;K11353
C00003	M00146	NADH_dehydrogenase_ubiquinone_1_alpha_subcomplex	K03945;K03946;K03947;K03948;K03949;K03950;K03951;K03952;K03953;K03954;K03955;K03956;K11352;K11353
C00399	M00147	NADH_dehydrogenase_ubiquinone_1_beta_subcomplex	K03957;K03958;K03959;K03960;K03961;K03962;K03963;K03964;K03965;K03966;K11351;K03967;K03968
C00390	M00147	NADH_dehydrogenase_ubiquinone_1_beta_subcomplex	K03957;K03958;K03959;K03960;K03961;K03962;K03963;K03964;K03965;K03966;K11351;K03967;K03968
C00080	M00147	NADH_dehydrogenase_ubiquinone_1_beta_subcomplex	K03957;K03958;K03959;K03960;K03961;K03962;K03963;K03964;K03965;K03966;K11351;K03967;K03968
C00004	M00147	NADH_dehydrogenase_ubiquinone_1_beta_subcomplex	K03957;K03958;K03959;K03960;K03961;K03962;K03963;K03964;K03965;K03966;K11351;K03967;K03968
C00003	M00147	NADH_dehydrogenase_ubiquinone_1_beta_subcomplex	K03957;K03958;K03959;K03960;K03961;K03962;K03963;K03964;K03965;K03966;K11351;K03967;K03968
C00122	M00148	Succinate_dehydrogenase_ubiquinone	K00236;K00237;K25801;K00234;K00235
C00399	M00148	Succinate_dehydrogenase_ubiquinone	K00236;K00237;K25801;K00234;K00235
C00390	M00148	Succinate_dehydrogenase_ubiquinone	K00236;K00237;K25801;K00234;K00235
C00042	M00148	Succinate_dehydrogenase_ubiquinone	K00236;K00237;K25801;K00234;K00235
C15602	M00149	Succinate_dehydrogenase_prokaryotes	K00241;K00242;K18859;K18860;K00239;K00240
C00042	M00149	Succinate_dehydrogenase_prokaryotes	K00241;K00242;K18859;K18860;K00239;K00240
C00122	M00149	Succinate_dehydrogenase_prokaryotes	K00241;K00242;K18859;K18860;K00239;K00240
C15603	M00149	Succinate_dehydrogenase_prokaryotes	K00241;K00242;K18859;K18860;K00239;K00240
C15602	M00150	Fumarate_reductase_prokaryotes	K00244;K00245;K00246;K00247
C00042	M00150	Fumarate_reductase_prokaryotes	K00244;K00245;K00246;K00247
C00122	M00150	Fumarate_reductase_prokaryotes	K00244;K00245;K00246;K00247
C15603	M00150	Fumarate_reductase_prokaryotes	K00244;K00245;K00246;K00247
C15602	M00151	Cytochrome_bc1_complex_respiratory_unit	K00412;K00413;K00410;K00411;K03886;K03887;K03888;K03890;K03891;K03889
C00125	M00151	Cytochrome_bc1_complex_respiratory_unit	K00412;K00413;K00410;K00411;K03886;K03887;K03888;K03890;K03891;K03889
C00126	M00151	Cytochrome_bc1_complex_respiratory_unit	K00412;K00413;K00410;K00411;K03886;K03887;K03888;K03890;K03891;K03889
C00080	M00151	Cytochrome_bc1_complex_respiratory_unit	K00412;K00413;K00410;K00411;K03886;K03887;K03888;K03890;K03891;K03889
C15603	M00151	Cytochrome_bc1_complex_respiratory_unit	K00412;K00413;K00410;K00411;K03886;K03887;K03888;K03890;K03891;K03889
C00399	M00152	Cytochrome_bc1_complex	K00411;K00412;K00413;K00414;K00415;K00416;K00417;K00418;K00419;K00420
C00390	M00152	Cytochrome_bc1_complex	K00411;K00412;K00413;K00414;K00415;K00416;K00417;K00418;K00419;K00420
C00125	M00152	Cytochrome_bc1_complex	K00411;K00412;K00413;K00414;K00415;K00416;K00417;K00418;K00419;K00420
C00126	M00152	Cytochrome_bc1_complex	K00411;K00412;K00413;K00414;K00415;K00416;K00417;K00418;K00419;K00420
C00080	M00152	Cytochrome_bc1_complex	K00411;K00412;K00413;K00414;K00415;K00416;K00417;K00418;K00419;K00420
C00125	M00154	Cytochrome_c_oxidase	K02257;K02262;K02256;K02261;K02263;K02264;K02265;K02266;K02267;K02268;K02270;K02271;K02272;K02273;K02258;K02259;K02260
C00126	M00154	Cytochrome_c_oxidase	K02257;K02262;K02256;K02261;K02263;K02264;K02265;K02266;K02267;K02268;K02270;K02271;K02272;K02273;K02258;K02259;K02260
C00080	M00154	Cytochrome_c_oxidase	K02257;K02262;K02256;K02261;K02263;K02264;K02265;K02266;K02267;K02268;K02270;K02271;K02272;K02273;K02258;K02259;K02260
C00007	M00154	Cytochrome_c_oxidase	K02257;K02262;K02256;K02261;K02263;K02264;K02265;K02266;K02267;K02268;K02270;K02271;K02272;K02273;K02258;K02259;K02260
C00001	M00154	Cytochrome_c_oxidase	K02257;K02262;K02256;K02261;K02263;K02264;K02265;K02266;K02267;K02268;K02270;K02271;K02272;K02273;K02258;K02259;K02260
C00125	M00155	Cytochrome_c_oxidase_prokaryotes	K02275;K02274;K02276;K15408;K02277;K27109
C00126	M00155	Cytochrome_c_oxidase_prokaryotes	K02275;K02274;K02276;K15408;K02277;K27109
C00080	M00155	Cytochrome_c_oxidase_prokaryotes	K02275;K02274;K02276;K15408;K02277;K27109
C00007	M00155	Cytochrome_c_oxidase_prokaryotes	K02275;K02274;K02276;K15408;K02277;K27109
C00001	M00155	Cytochrome_c_oxidase_prokaryotes	K02275;K02274;K02276;K15408;K02277;K27109
C00125	M00156	Cytochrome_c_oxidase_cbb3_type	K00404;K00405;K15862;K00407;K00406
C00126	M00156	Cytochrome_c_oxidase_cbb3_type	K00404;K00405;K15862;K00407;K00406
C00080	M00156	Cytochrome_c_oxidase_cbb3_type	K00404;K00405;K15862;K00407;K00406
C00007	M00156	Cytochrome_c_oxidase_cbb3_type	K00404;K00405;K15862;K00407;K00406
C00001	M00156	Cytochrome_c_oxidase_cbb3_type	K00404;K00405;K15862;K00407;K00406
C00002	M00157	F_type_ATPase_prokaryotes_and_chloroplasts	K02111;K02112;K02113;K02114;K02115;K02108;K02109;K02110
C00001	M00157	F_type_ATPase_prokaryotes_and_chloroplasts	K02111;K02112;K02113;K02114;K02115;K02108;K02109;K02110
C00008	M00157	F_type_ATPase_prokaryotes_and_chloroplasts	K02111;K02112;K02113;K02114;K02115;K02108;K02109;K02110
C00009	M00157	F_type_ATPase_prokaryotes_and_chloroplasts	K02111;K02112;K02113;K02114;K02115;K02108;K02109;K02110
C00002	M00158	F_type_ATPase_eukaryotes	K02132;K02133;K02136;K02134;K02135;K02137;K02126;K02127;K02128;K02138;K02129;K01549;K02130;K02139;K02140;K02141;K02131;K02142;K02143;K02125
C00001	M00158	F_type_ATPase_eukaryotes	K02132;K02133;K02136;K02134;K02135;K02137;K02126;K02127;K02128;K02138;K02129;K01549;K02130;K02139;K02140;K02141;K02131;K02142;K02143;K02125
C00008	M00158	F_type_ATPase_eukaryotes	K02132;K02133;K02136;K02134;K02135;K02137;K02126;K02127;K02128;K02138;K02129;K01549;K02130;K02139;K02140;K02141;K02131;K02142;K02143;K02125
C00009	M00158	F_type_ATPase_eukaryotes	K02132;K02133;K02136;K02134;K02135;K02137;K02126;K02127;K02128;K02138;K02129;K01549;K02130;K02139;K02140;K02141;K02131;K02142;K02143;K02125
C00002	M00159	V_A_type_ATPase_prokaryotes	K02117;K02118;K02119;K02120;K02121;K02122;K02107;K02123;K02124
C00001	M00159	V_A_type_ATPase_prokaryotes	K02117;K02118;K02119;K02120;K02121;K02122;K02107;K02123;K02124
C00008	M00159	V_A_type_ATPase_prokaryotes	K02117;K02118;K02119;K02120;K02121;K02122;K02107;K02123;K02124
C00009	M00159	V_A_type_ATPase_prokaryotes	K02117;K02118;K02119;K02120;K02121;K02122;K02107;K02123;K02124
C00002	M00160	V_type_ATPase_eukaryotes	K02145;K02147;K02148;K02149;K02150;K02151;K02152;K02144;K02154;K03661;K02155;K02146;K02153;K03662
C00001	M00160	V_type_ATPase_eukaryotes	K02145;K02147;K02148;K02149;K02150;K02151;K02152;K02144;K02154;K03661;K02155;K02146;K02153;K03662
C00008	M00160	V_type_ATPase_eukaryotes	K02145;K02147;K02148;K02149;K02150;K02151;K02152;K02144;K02154;K03661;K02155;K02146;K02153;K03662
C00009	M00160	V_type_ATPase_eukaryotes	K02145;K02147;K02148;K02149;K02150;K02151;K02152;K02144;K02154;K03661;K02155;K02146;K02153;K03662
C02061	M00161	Photosystem_II	K02703;K02706;K02705;K02704;K02707;K02708
C00007	M00161	Photosystem_II	K02703;K02706;K02705;K02704;K02707;K02708
C16693	M00161	Photosystem_II	K02703;K02706;K02705;K02704;K02707;K02708
C00001	M00161	Photosystem_II	K02703;K02706;K02705;K02704;K02707;K02708
C03162	M00162	Cytochrome_b6f_complex	K02635;K02637;K02634;K02636;K02642;K02643;K03689;K02640
C02061	M00162	Cytochrome_b6f_complex	K02635;K02637;K02634;K02636;K02642;K02643;K03689;K02640
C03025	M00162	Cytochrome_b6f_complex	K02635;K02637;K02634;K02636;K02642;K02643;K03689;K02640
C16693	M00162	Cytochrome_b6f_complex	K02635;K02637;K02634;K02636;K02642;K02643;K03689;K02640
C03162	M00163	Photosystem_I	K02689;K02690;K02691;K02692;K02693;K02694
C00138	M00163	Photosystem_I	K02689;K02690;K02691;K02692;K02693;K02694
C03025	M00163	Photosystem_I	K02689;K02690;K02691;K02692;K02693;K02694
C00139	M00163	Photosystem_I	K02689;K02690;K02691;K02692;K02693;K02694
C00447	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle	K00855;K01601;K01602;K00927;K05298;K00150;K00134;K01803;K01623;K01624;K03841;K02446;K11532;K01086;K00615;K01100;K11532;K01086;K01807;K01808;K01783
C00236	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle	K00855;K01601;K01602;K00927;K05298;K00150;K00134;K01803;K01623;K01624;K03841;K02446;K11532;K01086;K00615;K01100;K11532;K01086;K01807;K01808;K01783
C05382	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle	K00855;K01601;K01602;K00927;K05298;K00150;K00134;K01803;K01623;K01624;K03841;K02446;K11532;K01086;K00615;K01100;K11532;K01086;K01807;K01808;K01783
C00279	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle	K00855;K01601;K01602;K00927;K05298;K00150;K00134;K01803;K01623;K01624;K03841;K02446;K11532;K01086;K00615;K01100;K11532;K01086;K01807;K01808;K01783
C00011	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle	K00855;K01601;K01602;K00927;K05298;K00150;K00134;K01803;K01623;K01624;K03841;K02446;K11532;K01086;K00615;K01100;K11532;K01086;K01807;K01808;K01783
C00197	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle	K00855;K01601;K01602;K00927;K05298;K00150;K00134;K01803;K01623;K01624;K03841;K02446;K11532;K01086;K00615;K01100;K11532;K01086;K01807;K01808;K01783
C01182	M00165	Reductive_pentose_phosphate_cycle_Calvin_cycle	K00855;K01601;K01602;K00927;K05298;K00150;K00134;K01803;K01623;K01624;K03841;K02446;K11532;K01086;K00615;K01100;K11532;K01086;K01807;K01808;K01783
